fund number,time,return,isreplace
3257.0,200901.0,-0.01347,0.0
3257.0,200902.0,-0.10854,0.0
3257.0,200903.0,0.07727,0.0
3257.0,200904.0,0.16533,0.0
3257.0,200905.0,0.11518,0.0
3257.0,200906.0,3e-05,0.0
3257.0,200907.0,0.07694,0.0
3257.0,200908.0,0.04339,0.0
3257.0,200909.0,0.07078,0.0
3257.0,200910.0,-0.06124,0.0
3257.0,200911.0,0.0344,0.0
3257.0,200912.0,0.05709,0.0
3257.0,201001.0,-0.00513,0.0
3257.0,201002.0,0.0157,0.0
3257.0,201003.0,0.06324,0.0
3257.0,201004.0,0.06147,0.0
3257.0,201005.0,-0.08669,0.0
3257.0,201006.0,-0.07146,0.0
3257.0,201007.0,0.05671,0.0
3257.0,201008.0,-0.07894,0.0
3257.0,201009.0,0.12917,0.0
3257.0,201010.0,0.03881,0.0
3257.0,201011.0,0.01348,0.0
3257.0,201012.0,0.07358,0.0
3257.0,201101.0,0.01939,0.0
3257.0,201102.0,0.04027,0.0
3257.0,201103.0,-0.00695,0.0
3257.0,201104.0,0.02276,0.0
3257.0,201105.0,-0.03381,0.0
3257.0,201106.0,-0.03699,0.0
3257.0,201107.0,-0.02978,0.0
3257.0,201108.0,-0.08383,0.0
3257.0,201109.0,-0.10877,0.0
3257.0,201110.0,0.13118,0.0
3257.0,201111.0,-0.03547,0.0
3257.0,201112.0,0.00091,0.0
3257.0,201201.0,0.07164,0.0
3257.0,201202.0,0.02288,0.0
3257.0,201203.0,0.05199,0.0
3257.0,201204.0,-0.02956,0.0
3257.0,201205.0,-0.06955,0.0
3257.0,201206.0,0.03788,0.0
3257.0,201207.0,-0.01722,0.0
3257.0,201208.0,0.02858,0.0
3257.0,201209.0,0.04743,0.0
3257.0,201210.0,-0.01761,0.0
3257.0,201211.0,0.01316,0.0
3257.0,201212.0,0.02582,0.0
3257.0,201301.0,0.0772,0.0
3257.0,201302.0,0.00674,0.0
3257.0,201303.0,0.04085,0.0
3257.0,201304.0,0.01074,0.0
3257.0,201305.0,0.03518,0.0
3257.0,201306.0,-0.02131,0.0
3257.0,201307.0,0.06741,0.0
3257.0,201308.0,-0.0226,0.0
3257.0,201309.0,0.05009,0.0
3257.0,201310.0,0.02867,0.0
3257.0,201311.0,0.05115,0.0
3257.0,201312.0,0.04678,0.0
3258.0,200901.0,-0.01879,0.0
3258.0,200902.0,-0.08476,0.0
3258.0,200903.0,0.08125,0.0
3258.0,200904.0,0.1974,0.0
3258.0,200905.0,0.07903,0.0
3258.0,200906.0,0.0291,0.0
3258.0,200907.0,0.0914,0.0
3258.0,200908.0,0.07955,0.0
3258.0,200909.0,0.05752,0.0
3258.0,200910.0,-0.04047,0.0
3258.0,200911.0,0.04513,0.0
3258.0,200912.0,0.07234,0.0
3258.0,201001.0,-0.00853,0.0
3258.0,201002.0,0.03508,0.0
3258.0,201003.0,0.0802,0.0
3258.0,201004.0,0.06708,0.0
3258.0,201005.0,-0.08371,0.0
3258.0,201006.0,-0.06081,0.0
3258.0,201007.0,0.05975,0.0
3258.0,201008.0,-0.08278,0.0
3258.0,201009.0,0.10799,0.0
3258.0,201010.0,0.04171,0.0
3258.0,201011.0,0.04315,0.0
3258.0,201012.0,0.08913,0.0
3258.0,201101.0,0.02317,0.0
3258.0,201102.0,0.04005,0.0
3258.0,201103.0,0.0052,0.0
3258.0,201104.0,0.01853,0.0
3258.0,201105.0,-0.00221,0.0
3258.0,201106.0,-0.02574,0.0
3258.0,201107.0,-0.02941,0.0
3258.0,201108.0,-0.0633,0.0
3258.0,201109.0,-0.10145,0.0
3258.0,201110.0,0.12523,0.0
3258.0,201111.0,-0.02161,0.0
3258.0,201112.0,0.00835,0.0
3258.0,201201.0,0.11694,0.0
3258.0,201202.0,0.08079,0.0
3258.0,201203.0,0.02435,0.0
3258.0,201204.0,-0.01142,0.0
3258.0,201205.0,-0.07095,0.0
3258.0,201206.0,0.02431,0.0
3258.0,201207.0,-0.00268,0.0
3258.0,201208.0,0.04435,0.0
3258.0,201209.0,0.02636,0.0
3258.0,201210.0,0.00146,0.0
3258.0,201211.0,0.0185,0.0
3258.0,201212.0,0.03364,0.0
3258.0,201301.0,0.0798,0.0
3258.0,201302.0,0.02576,0.0
3258.0,201303.0,0.03008,0.0
3258.0,201304.0,-0.02128,0.0
3258.0,201305.0,0.03785,0.0
3258.0,201306.0,-0.02445,0.0
3258.0,201307.0,0.06338,0.0
3258.0,201308.0,0.012,0.0
3258.0,201309.0,0.0612,0.0
3258.0,201310.0,0.02442,0.0
3258.0,201311.0,0.06464,0.0
3258.0,201312.0,0.0173,0.0
3259.0,200901.0,0.00501,0.0
3259.0,200902.0,-0.12764,0.0
3259.0,200903.0,0.1109,0.0
3259.0,200904.0,0.18699,0.0
