fund number,time,return,isreplace
3931.0,201401.0,0.05171,0.0
3931.0,201402.0,0.06675,0.0
3931.0,201403.0,-0.00708,0.0
3931.0,201404.0,-0.04003,0.0
3931.0,201405.0,0.00793,0.0
3931.0,201406.0,0.03706,0.0
3931.0,201407.0,-0.04415,0.0
3931.0,201408.0,0.04873,0.0
3931.0,201409.0,-0.04004,0.0
3931.0,201410.0,0.02751,0.0
3931.0,201411.0,-0.00903,0.0
3931.0,201412.0,0.01006,0.0
3931.0,201501.0,-0.01719,0.0
3931.0,201502.0,0.04055,0.0
3931.0,201503.0,0.01099,0.0
3931.0,201504.0,0.00508,0.0
3931.0,201505.0,0.03515,0.0
3931.0,201506.0,0.00658,0.0
3931.0,201507.0,-0.0393,0.0
3931.0,201508.0,-0.07212,0.0
3931.0,201509.0,-0.05886,0.0
3931.0,201510.0,0.0523,0.0
3931.0,201511.0,0.00025,0.0
3931.0,201512.0,-0.03169,0.0
3931.0,201601.0,-0.08816,0.0
3931.0,201602.0,0.0053,0.0
3931.0,201603.0,0.05575,0.0
3931.0,201604.0,0.02944,0.0
3931.0,201605.0,0.02151,0.0
3931.0,201606.0,-0.00264,0.0
3931.0,201607.0,0.04772,0.0
3931.0,201608.0,0.01732,0.0
3931.0,201609.0,0.00873,0.0
3931.0,201610.0,-0.04819,0.0
3931.0,201611.0,0.06214,0.0
3931.0,201612.0,0.01236,0.0
3931.0,201701.0,0.04052,0.0
3931.0,201702.0,0.02146,0.0
3931.0,201703.0,0.00108,0.0
3931.0,201704.0,-0.0059,0.0
3931.0,201705.0,-0.01111,0.0
3931.0,201706.0,0.02341,0.0
3931.0,201707.0,-0.0055,0.0
3931.0,201708.0,-0.00227,0.0
3931.0,201709.0,0.07103,0.0
3931.0,201710.0,0.00478,0.0
3931.0,201711.0,0.02976,0.0
3931.0,201712.0,-0.00524,0.0
3931.0,201801.0,0.03952,0.0
3931.0,201802.0,-0.02909,0.0
3931.0,201803.0,0.01507,0.0
3931.0,201804.0,0.00268,0.0
3931.0,201805.0,0.04211,0.0
3931.0,201806.0,-0.02403,0.0
3931.0,201807.0,0.00663,0.0
3931.0,201808.0,0.06601,0.0
3931.0,201809.0,-0.00141,0.0
3931.0,201810.0,-0.09899,0.0
3931.0,201811.0,-0.02678,0.0
3931.0,201812.0,-0.10188,0.0
3937.0,201401.0,0.01582,0.0
3937.0,201402.0,0.04341,0.0
3937.0,201403.0,-0.00165,0.0
3937.0,201404.0,-0.01449,0.0
3937.0,201405.0,0.0053,0.0
3937.0,201406.0,0.04638,0.0
3937.0,201407.0,-0.04512,0.0
3937.0,201408.0,0.03541,0.0
3937.0,201409.0,-0.05039,0.0
3937.0,201410.0,0.01335,0.0
3937.0,201411.0,0.00584,0.0
3937.0,201412.0,-0.01464,0.0
3937.0,201501.0,-0.01198,0.0
3937.0,201502.0,0.05347,0.0
3937.0,201503.0,0.00663,0.0
3937.0,201504.0,0.0164,0.0
3937.0,201505.0,0.01205,0.0
3937.0,201506.0,-0.0037,0.0
3937.0,201507.0,-0.02766,0.0
3937.0,201508.0,-0.02915,0.0
3937.0,201509.0,-0.02945,0.0
3937.0,201510.0,0.04064,0.0
3937.0,201511.0,-0.01827,0.0
3937.0,201512.0,-0.044,0.0
3937.0,201601.0,-0.07471,0.0
3937.0,201602.0,-0.02378,0.0
3937.0,201603.0,0.07626,0.0
3937.0,201604.0,0.04581,0.0
3937.0,201605.0,0.01025,0.0
3937.0,201606.0,-0.00814,0.0
3937.0,201607.0,0.04518,0.0
3937.0,201608.0,-0.01246,0.0
3937.0,201609.0,0.00723,0.0
3937.0,201610.0,-0.04389,0.0
3937.0,201611.0,0.07147,0.0
3937.0,201612.0,0.01939,0.0
3937.0,201701.0,0.02896,0.0
3937.0,201702.0,0.04228,0.0
3937.0,201703.0,0.00831,0.0
3937.0,201704.0,0.0105,0.0
3937.0,201705.0,0.00038,0.0
3937.0,201706.0,0.02406,0.0
3937.0,201707.0,0.01846,0.0
3937.0,201708.0,-0.0191,0.0
3937.0,201709.0,0.05009,0.0
3937.0,201710.0,0.01056,0.0
3937.0,201711.0,0.0238,0.0
3937.0,201712.0,0.10645,0.0
3937.0,201801.0,0.02867,0.0
3937.0,201802.0,-0.03758,0.0
3937.0,201803.0,-0.0034,0.0
3937.0,201804.0,0.00393,0.0
3937.0,201805.0,0.05548,0.0
3937.0,201806.0,-0.00446,0.0
3937.0,201807.0,0.00522,0.0
3937.0,201808.0,0.01816,0.0
3937.0,201809.0,-0.03344,0.0
3937.0,201810.0,-0.08118,0.0
3937.0,201811.0,-0.01218,0.0
3937.0,201812.0,-0.10372,0.0
3941.0,201401.0,0.0188,0.0
3941.0,201402.0,0.02926,0.0
3941.0,201403.0,0.0027,0.0
3941.0,201404.0,-0.043,0.0
3941.0,201405.0,-0.00556,0.0
3941.0,201406.0,0.05971,0.0
3941.0,201407.0,-0.04334,0.0
3941.0,201408.0,0.03054,0.0
3941.0,201409.0,-0.04181,0.0
3941.0,201410.0,0.02768,0.0
3941.0,201411.0,0.00024,0.0
3941.0,201412.0,0.01584,0.0
3941.0,201501.0,-0.01351,0.0
3941.0,201502.0,0.05442,0.0
3941.0,201503.0,0.00238,0.0
3941.0,201504.0,0.00351,0.0
3941.0,201505.0,0.00691,0.0
3941.0,201506.0,-0.03025,0.0
3941.0,201507.0,-0.04017,0.0
3941.0,201508.0,-0.06587,0.0
3941.0,201509.0,-0.05868,0.0
3941.0,201510.0,0.05108,0.0
3941.0,201511.0,-0.01357,0.0
3941.0,201512.0,-0.05574,0.0
3941.0,201601.0,-0.08329,0.0
3941.0,201602.0,0.00032,0.0
3941.0,201603.0,0.0773,0.0
3941.0,201604.0,0.01841,0.0
3941.0,201605.0,0.00193,0.0
3941.0,201606.0,0.01552,0.0
3941.0,201607.0,0.04967,0.0
3941.0,201608.0,0.01321,0.0
3941.0,201609.0,0.04203,0.0
3941.0,201610.0,-0.04379,0.0
3941.0,201611.0,0.05447,0.0
3941.0,201612.0,0.00836,0.0
3941.0,201701.0,0.0116,0.0
3941.0,201702.0,0.02134,0.0
