fund number,time,return,isreplace
3257.0,199901.0,0.01968,0.0
3257.0,199902.0,-0.04097,0.0
3257.0,199903.0,0.00614,0.0
3257.0,199904.0,0.0679,0.0
3257.0,199905.0,-0.00145,0.0
3257.0,199906.0,-0.00081,0.0
3257.0,199907.0,-0.01792,0.0
3257.0,199908.0,-0.02838,0.0
3257.0,199909.0,-0.01953,0.0
3257.0,199910.0,-0.02433,0.0
3257.0,199911.0,0.02589,0.0
3257.0,199912.0,0.04827,0.0
3257.0,200001.0,0.05386,0.0
3257.0,200002.0,0.17945,0.0
3257.0,200003.0,0.02993,0.0
3257.0,200004.0,-0.06644,0.0
3257.0,200005.0,-0.03137,0.0
3257.0,200006.0,0.05413,0.0
3257.0,200007.0,-0.01839,0.0
3257.0,200008.0,0.09034,0.0
3257.0,200009.0,-0.00408,0.0
3257.0,200010.0,-0.03501,0.0
3257.0,200011.0,-0.07182,0.0
3257.0,200012.0,-0.01609,0.0
3257.0,200101.0,0.18386,0.0
3257.0,200102.0,-0.05943,0.0
3257.0,200103.0,-0.12123,0.0
3257.0,200104.0,0.11587,0.0
3257.0,200105.0,0.04603,0.0
3257.0,200106.0,-0.01127,0.0
3257.0,200107.0,-0.04225,0.0
3257.0,200108.0,-0.05709,0.0
3257.0,200109.0,-0.19811,0.0
3257.0,200110.0,0.14544,0.0
3257.0,200111.0,0.10655,0.0
3257.0,200112.0,0.07545,0.0
3257.0,200201.0,-0.03519,0.0
3257.0,200202.0,-0.06668,0.0
3257.0,200203.0,0.06724,0.0
3257.0,200204.0,-0.00141,0.0
3257.0,200205.0,-0.01583,0.0
3257.0,200206.0,-0.08184,0.0
3257.0,200207.0,-0.09792,0.0
3257.0,200208.0,-0.01397,0.0
3257.0,200209.0,-0.0721,0.0
3257.0,200210.0,0.03849,0.0
3257.0,200211.0,0.11855,0.0
3257.0,200212.0,-0.0385,0.0
3257.0,200301.0,0.00017,0.0
3257.0,200302.0,-0.00128,0.0
3257.0,200303.0,0.02116,0.0
3257.0,200304.0,0.08062,0.0
3257.0,200305.0,0.12307,0.0
3257.0,200306.0,0.07847,0.0
3257.0,200307.0,0.06794,0.0
3257.0,200308.0,0.03879,0.0
3257.0,200309.0,0.0018,0.0
3257.0,200310.0,0.08258,0.0
3257.0,200311.0,0.05142,0.0
3257.0,200312.0,0.02366,0.0
3258.0,199901.0,0.03375,0.0
3258.0,199902.0,-0.04128,0.0
3258.0,199903.0,-0.00061,0.0
3258.0,199904.0,0.09052,0.0
3258.0,199905.0,0.02083,0.0
3258.0,199906.0,0.01612,0.0
3258.0,199907.0,0.01484,0.0
3258.0,199908.0,-0.01717,0.0
