fund number,Month,Return,F1,F2,F3,F4,F5,F6,F7,F8
2708,200109,-6.9507,-17.818,-12.363,-11.4833,-14.3973,-11.6815,-14.9233,11.53,-4.91
2708,200110,2.5703,14.2901,7.6909,5.5391,10.5328,4.3531,3.0095,-8.41,14.8
2708,200111,4.7768,9.9647,7.8462,6.9859,11.1516,7.9855,11.2047,-8.58,-3.14
2708,200112,0.753,8.9428,6.874,5.9272,3.7679,5.4122,4.1906,-0.02,1.72
2708,200201,-1.1967,-3.573,2.2058,6.4108,-2.6502,-0.6548,-0.6218,3.69,1.54
2708,200202,-0.5299,-9.3394,-3.0341,-2.1507,-4.507,-0.1973,-2.0332,6.76,-0.09
2708,200203,3.1963,8.3422,8.2428,8.6284,7.7757,7.0739,7.5482,-1.67,2.83
2708,200204,-2.2124,-6.5257,1.2483,4.1028,-5.1407,-1.8905,-3.6216,7.96,2.06
2708,200205,-0.3017,-8.366,-2.413,0.5951,-3.1928,-1.7767,-2.5599,2.97,-2.68
2708,200206,-4.4629,-11.1503,-5.4064,-4.5569,-10.8327,-6.7227,-9.2308,6.15,-3.37
2708,200207,-6.8092,-14.9955,-13.0708,-10.6101,-8.7553,-9.3483,-13.9265,3.34,1.5
2708,200208,0.7647,-0.3433,0.5034,0.1741,-0.1817,1.5333,3.8511,1.77,1.38
2708,200209,-7.5042,-10.3306,-8.1177,-7.707,-9.1383,-10.2448,-13.4468,9.09,-1.85
2708,200210,4.5579,8.1278,4.7127,2.7193,7.7286,4.7328,1.6834,-5.3,7.52
2708,200211,4.3592,17.836,13.0131,11.3655,8.4674,8.747,11.3946,-16.17,0.21
2708,200212,-3.1019,-9.377,-4.2131,-3.4785,-6.0359,-3.4005,-3.3266,9.65,10.58
2708,200301,-1.9696,0.7713,-0.9994,1.7603,-2.1546,-2.5146,-4.1786,1.62,0.2
2708,200302,-1.0046,-4.2469,-2.3127,-1.7815,-1.8914,-2.3642,-4.6786,1.25,-0.78
