fund number,Date,Return,F1,F2,F3,F4,F5,F6,F7,F8
7991,20151022,-1.8732,0.06,0.64,0.78,1.11,0.92,1.14,-0.75,-1.79
7991,20151023,-0.7342,1.2,0.74,0.47,0.84,0.46,1.06,1,0.35
7991,20151026,0.2959,-0.91,-0.74,-0.93,-0.1,-0.26,-1.12,1.77,0.65
7991,20151027,0.59,-1.09,-1.77,-1.52,-0.45,-0.91,-1.49,1.7,0.46
7991,20151028,-1.6129,3.13,2.73,2.26,1.58,2.05,2.51,-0.7,0.42
7991,20151029,0.2981,-1.24,-0.78,-0.8,-0.45,-0.26,-0.47,-0.48,0.28
7991,20151030,0.1486,-0.38,-0.34,-0.56,-0.08,0.19,-0.37,-1.05,0.4
7991,20151102,-1.1869,3,2.15,1.9,1.53,1.27,1.86,-1.02,0.17
7991,20151103,-0.6006,0.98,0.58,0.93,0.21,0.38,0.46,-1.57,0.67
7991,20151104,0.4532,0.42,0.05,-0.01,-0.31,-0.25,-0.4,0.7,-0.26
7991,20151105,-0.1504,-0.9,-0.26,0,-0.2,-0.11,0.14,1.08,0.01
7991,20151106,0,1.18,0.52,0.7,0.47,-0.33,0.79,0.35,-0.19
7991,20151109,1.0542,-0.13,-1.42,-0.92,-1.02,-0.95,-0.57,0.29,-0.14
7991,20151110,-0.2981,-0.75,-0.37,-0.23,0.07,0.08,0.18,0.91,-0.32
7991,20151111,0.7474,-1.11,-0.96,-0.99,-0.68,-0.84,-1.15,1.4,-0.67
7991,20151112,1.632,-2,-1.87,-1.44,-1.64,-1.94,-2.08,0.68,-0.03
7991,20151113,1.3139,-0.53,-0.85,-0.33,-1.12,-0.72,-0.42,-0.66,0.06
7991,20151116,-1.4409,-0.02,0.72,0.39,0.96,1.5,1.72,-1.04,0.43
7991,20151117,0.2924,-0.41,-0.66,-0.61,-0.03,-0.53,-0.74,0.87,-0.77
7991,20151118,-1.6035,1.37,1.23,0.62,1.8,1.51,1.79,-0.54,-0.21
7991,20151119,-0.1481,-0.42,0.23,-0.31,-0.18,-0.37,-0.53,0.23,0.13
7991,20151120,-0.5935,0.78,0.68,0.3,0.42,0.36,-0.28,0.9,-0.23
7991,20151123,0.2985,0.88,0.66,0.33,0.27,0.19,-0.09,0.04,0
7991,20151124,-0.4464,0.65,0.8,0.97,0.36,0.54,1,-1.35,0.49
7991,20151125,-0.299,1.69,0.88,0.5,0.61,0.04,0.05,-0.05,0.09
7991,20151127,0,0.79,0.56,0.34,0.21,0.04,-0.31,0.78,0.02
7991,20151130,0.2999,-0.13,0.06,0.34,-0.65,-0.34,0.25,-0.67,0.15
7991,20151201,-0.7474,0.36,0.16,0.51,0.74,0.8,1.04,0.48,0.19
7991,20151202,0.9036,-0.77,-0.89,-1.01,-0.78,-1.31,-1.8,0.98,-0.05
7991,20151203,1.4925,-2.26,-1.1,-0.69,-1.56,-1.59,-1.32,-0.05,-0.03
7991,20151204,-1.6176,0.86,0.34,-0.09,1.51,1.05,0.82,1.98,-0.91
7991,20151207,0.8969,-2.18,-1.87,-2.15,-0.9,-1.47,-2.08,0.69,-1.37
7991,20151208,1.037,0.18,-0.39,-0.52,-0.24,-0.92,-1.25,1.06,-0.51
7991,20151209,0.8798,-1.16,-0.82,-0.57,-0.93,-0.48,-0.66,-1.46,1.15
7991,20151210,-0.5814,0.94,0.37,0.44,0.43,0.17,0.74,-0.55,0.58
7991,20151211,2.6316,-2.92,-2.16,-1.94,-2.17,-1.99,-2.63,0.46,-0.73
7991,20151214,-0.1425,-1.46,-0.88,-1.17,-0.18,-0.6,-0.88,1.44,-1.07
7991,20151215,-1.2839,1.33,0.94,0.85,1.09,1.22,1.88,0,0.64
7991,20151216,-1.5896,2.11,1.5,0.64,1.64,1.31,0.89,-0.19,-0.32
7991,20151217,1.909,-0.28,-0.79,-0.76,-1.48,-1.53,-2.04,0.71,-0.81
7991,20151218,1.4409,-0.47,-0.55,-0.23,-1.45,-1.28,-1.43,-0.79,0.07
7991,20151221,-0.9943,0.92,0.55,0.15,0.83,0.6,0.77,-0.03,-0.05
7991,20151222,-1.2912,0.36,0.91,0.71,0.83,1.11,1.36,-1.1,0.69
7991,20151223,-1.4535,1.54,1.63,1.78,1.22,1.99,2.73,-1.91,1.49
7991,20151224,0,0.2,0.23,0.29,0.06,-0.1,-0.01,0.09,-0.14
7991,20151228,0.295,-0.91,-1.15,-1.18,-0.22,-0.55,-1.28,1.41,-1.09
7991,20151229,-1.1765,1.13,0.9,0.66,0.95,0.88,1.05,0.23,0.22
7991,20151230,0.8929,-0.88,-0.77,-0.6,-0.69,-0.88,-1.26,0.51,-0.5
7991,20151231,0.885,-0.83,-0.69,0.19,-0.79,-0.58,-0.44,-0.97,0.97
7991,20160104,1.7544,-1.9,-1.74,-1.41,-1.64,-1.02,-0.92,-1.93,0.62
7991,20160105,-0.431,-0.24,-0.04,-0.05,-0.01,-0.07,-0.22,0.64,-0.88
7991,20160106,1.5873,-2.24,-1.41,-1.05,-1.79,-2,-2.69,1.91,-1.07
7991,20160107,2.983,-3.47,-3.11,-2.43,-2.59,-2.41,-2.87,0.88,-1.11
7991,20160108,1.3793,-1.89,-1.42,-1.28,-1.16,-1.23,-1.21,-0.12,0
7991,20160111,0,-1.91,-1.27,-1.17,-0.79,-0.5,-0.99,1.65,-0.56
7991,20160112,-0.5442,0.1,-0.29,-0.81,0.83,0.32,-0.36,1.02,-0.11
7991,20160113,2.4624,-4.04,-3.42,-2.44,-3.33,-2.51,-3.15,0.13,-1.28
7991,20160114,-1.4686,2.05,1.62,1.11,1.36,1.45,1.76,-0.59,1.26
7991,20160115,2.168,-1.94,-2.07,-2.18,-1.79,-1.99,-2.44,0.36,-1.48
7991,20160119,0.1326,-2.07,-1.67,-1.65,-0.83,-0.97,-1.57,1.59,-2.37
7991,20160120,0.7947,1.16,0.61,-0.32,0.03,-0.76,-1.17,-0.04,0.46
7991,20160121,-0.657,1.01,0.56,1.12,0.36,0.85,1.18,-2.69,0.79
7991,20160122,-2.2487,2.51,2.36,2.17,2.26,2.42,1.98,-0.18,1.04
7991,20160125,1.6238,-2.07,-2.05,-2.21,-1.86,-2.45,-3.36,1.58,-1.54
7991,20160126,-1.3316,1.38,1.81,2.05,1.49,2.45,3.22,-1.96,0.95
7991,20160127,1.3495,-2.06,-1.3,-0.22,-1.59,-0.63,0.35,-0.5,-0.09
7991,20160128,-0.6658,-0.87,0.22,0.92,-0.54,0.04,1.12,0.4,-0.8
7991,20160129,-2.815,2.69,3.01,2.2,2.88,3.11,3.01,-1.19,0.93
7991,20160201,0,0.23,-0.14,-0.47,0.31,0.03,-0.55,0.38,0.1
7991,20160202,2.2069,-2.38,-2.17,-1.7,-2.62,-2.27,-3,1.24,-2.08
7991,20160203,-0.6748,-0.31,-0.03,0.71,0.46,1.12,1.77,-2.41,0.94
7991,20160204,-0.6793,1.08,0.98,0.41,0.83,0.74,1.5,-2.17,1.78
7991,20160205,2.3256,-3.51,-2.31,-1.67,-3.1,-1.81,-1.54,-0.79,-2.01
7991,20160208,1.738,-3.5,-1.58,-1.36,-2.65,-2.2,-2.9,1.19,-2.79
7991,20160209,0.3942,-1.04,-0.95,-1.08,-0.04,-0.44,-1,1.83,0.24
7991,20160210,0.1309,-0.03,-0.09,-0.29,0.44,0.11,-0.61,0.76,0.71
7991,20160211,1.4379,-0.48,-1.07,-1.25,-0.95,-1.57,-2.6,0.53,0
7991,20160212,-2.1907,2.23,1.92,1.64,1.96,2.34,2.91,-1.26,0.85
7991,20160216,-2.3715,2.94,2.05,1.54,2.73,2.39,1.99,-1.38,1.46
7991,20160217,-2.0243,2.68,1.78,1.7,2.49,2.06,2.21,-2.33,1.17
7991,20160218,0.6887,-0.97,-0.4,-0.63,-0.79,-0.28,-0.65,0.09,-0.43
7991,20160219,0,0.78,0.2,-0.24,0.39,-0.45,-0.92,1.47,0.88
7991,20160222,-1.5048,1.37,1.39,1.31,1.38,1.92,2.64,-1.63,0.94
7991,20160223,1.1111,-1.49,-1.11,-0.86,-0.95,-1.32,-2.26,1.53,-0.24
7991,20160224,-0.5495,0.88,1.08,0.66,0.61,0.75,0.41,-0.19,0.09
7991,20160225,-1.105,0.2,0.71,0.5,1.02,0.99,1.14,0.47,0.35
7991,20160226,-0.419,1.36,0.92,1,0.9,0.47,1.37,-2.06,1.3
7991,20160229,0.4208,-0.29,0.23,0.12,-0.54,-0.5,-0.57,-0.81,-0.85
7991,20160301,-2.6536,1.78,1.59,1.7,2.37,2.04,2.68,-0.17,1.18
7991,20160302,-0.2869,2.07,1.41,1.69,0.6,1.13,2.65,-2.64,0.2
7991,20160303,-0.5755,0.57,1,1.48,0.82,1.36,2.49,-2.05,-0.79
7991,20160304,-0.5789,0.68,0.72,1.28,0.45,0.56,1.63,-1.04,0.16
7991,20160307,-0.5822,2.14,2.29,3.06,0.43,0.85,1.57,-2.41,-0.52
7991,20160308,1.3177,-2.96,-2.22,-2.08,-1.79,-2.11,-3.08,3.64,2.12
7991,20160309,-0.289,0.35,0.85,1.12,0.27,0.63,0.76,-0.1,0
7991,20160310,0.1449,-1.49,-1,-0.62,-0.54,-0.02,0.36,0.6,0.51
7991,20160311,-2.026,2.03,1.76,1.52,2.11,2.25,2.58,-1.94,-0.67
7991,20160314,0,0.91,-0.06,-0.32,-0.07,-0.51,-0.48,-0.09,0.31
7991,20160315,0.5908,-2.91,-1.34,-1.25,-1.14,-0.78,-0.87,2.23,0.81
7991,20160316,-0.7342,0.06,0.69,0.67,0.77,1.24,1.3,-1.17,-1.34
7991,20160317,-1.0355,1.09,1.67,1.32,0.68,1.18,1.54,-0.91,-0.81
7991,20160318,-0.4484,1.42,0.99,0.43,0.93,0.68,0.5,-0.84,0.26
7991,20160321,-0.3003,0.63,0.33,-0.04,0.17,-0.06,-0.12,-0.17,0.36
7991,20160322,0,0.24,-0.26,-0.51,0.11,-0.04,-0.07,-0.08,0.48
7991,20160323,1.0542,-2.8,-2.29,-1.74,-1.48,-1.42,-2,3.17,1.99
7991,20160324,-0.149,0.42,0.24,0.56,-0.02,0.25,0,-0.57,-0.3
7991,20160328,0,-0.49,-0.15,-0.04,0.04,-0.03,0.02,0.81,0.43
7991,20160329,-1.0448,2.72,2.33,0.92,1.4,1.45,0.67,-0.16,0.24
7991,20160330,-0.7541,0.43,0.38,0.39,0.26,0.26,0.42,0.07,0.32
7991,20160331,0,0.78,-0.1,-0.35,0.38,0.1,-0.02,-1.11,-0.31
7991,20160401,-0.6079,0.95,0.5,-0.09,0.58,0.31,-0.12,1.13,0.54
7991,20160404,0.6116,0.34,-0.66,-0.49,-0.6,-1.02,-0.96,0.51,0.33
7991,20160405,1.0638,-1.24,-0.84,-0.63,-0.85,-1.11,-1.39,0.18,-0.14
7991,20160406,-1.203,1.89,1.04,0.72,1.73,0.97,1.11,-1.47,0.57
7991,20160407,1.5221,-1.06,-1.22,-0.89,-1.37,-1.21,-1.79,0.29,-0.29
7991,20160408,-0.4498,-0.2,0.35,0.71,0.15,0.71,1.13,-0.65,0.15
7991,20160411,0.3012,-0.51,0.05,0.42,-0.64,-0.18,0.55,0.07,0.45
7991,20160412,-0.9009,0.53,1.03,1.7,0.69,1.24,2.4,-1.39,0.2
7991,20160413,-1.8182,2.71,2.18,1.3,1.9,1.81,2.05,-1.34,1.16
7991,20160414,0,0.56,0.17,0.07,0.05,-0.28,0.13,-0.14,-0.08
7991,20160415,0,0.17,-0.04,-0.08,0.04,0.06,-0.15,0.43,-0.03
7991,20160418,-0.6173,1.16,0.73,0.33,0.59,0.64,0.71,-0.34,-0.07
7991,20160419,0,-0.5,0.22,0.9,-0.19,0.72,1.43,-0.62,0.63
7991,20160420,-0.4658,0.35,0.3,0.28,0.32,0.24,0.9,-1.05,-0.02
7991,20160421,0.468,0.47,-0.28,-0.23,-0.14,-0.61,-1.01,-1.06,-0.54
7991,20160422,-0.1553,1,0.8,0.86,0.48,0.82,1.34,-1.25,-0.01
7991,20160425,0.311,-0.69,-0.7,-0.24,-0.54,-0.6,-1.03,1.55,0.85
7991,20160426,-0.4651,0.24,0.99,0.88,0.49,1.13,1.23,-0.84,-0.05
7991,20160427,0,0,0.2,0.57,0.28,0.74,1.15,-0.65,-0.2
7991,20160428,1.0903,-0.95,-0.78,-0.59,-1.23,-1.14,-1.4,0.73,0.45
7991,20160429,1.2327,-1.06,-0.74,-0.2,-0.8,-0.78,-0.04,0.69,-0.01
7991,20160502,-1.0654,0.34,0.34,-0.05,0.8,0.5,0.42,0.98,0.36
7991,20160503,1.2308,-1.71,-1.45,-1.15,-1.35,-1.54,-2.17,1.6,1.31
7991,20160504,0.6079,-1.58,-0.65,-0.4,-0.92,-0.8,-1.13,1.31,0.49
7991,20160505,0.3021,-0.37,-0.97,-0.25,-0.25,-0.12,0.11,0.27,-0.06
7991,20160506,-0.4518,-0.35,0.43,0.15,0.36,0.27,0.33,0.33,-0.34
7991,20160509,-0.6051,0.9,0.06,-0.46,0.36,-0.27,-1.13,0.95,1.16
7991,20160510,-1.2177,0.64,0.71,0.68,1.19,1.23,2.14,-0.65,-0.48
7991,20160511,1.2327,-1.45,-0.99,-0.39,-1.29,-1.02,-0.21,0.41,-0.57
7991,20160512,0,-1.77,-1.16,-0.96,-0.48,-0.41,-0.57,1.3,-0.83
7991,20160513,0.761,-0.02,-0.41,-0.56,-0.58,-0.89,-1.31,0.06,0.31
7991,20160516,-1.0574,1.43,1.08,0.54,1.26,0.94,1.16,-0.77,0.35
7991,20160517,0.916,-1.42,-1.35,-1.22,-0.73,-0.64,-0.15,-1.56,0.1
7991,20160518,-0.3026,0.58,0.36,0.43,0.03,-0.23,0.62,0.32,0.25
7991,20160519,0.3035,-0.91,-0.95,-0.88,-0.38,-0.26,-0.65,0.31,0.17
7991,20160520,-1.2103,2.09,1.6,0.91,1.26,1.18,0.96,-1.21,0.65
7991,20160523,0.1531,1,0.32,0.23,0.02,-0.2,-0.15,-0.24,0.4
7991,20160524,-1.8349,2.03,1.93,1.39,1.67,1.36,1.31,0.06,0.21
7991,20160525,-0.7788,0.81,0.77,0.93,0.59,1.16,1.54,-1.54,0.9
7991,20160526,0,-0.4,0.17,-0.41,-0.06,-0.04,-0.43,0.44,-0.17
7991,20160527,-0.7849,1.12,0.63,0.34,0.79,0.54,0.52,-0.23,0.08
7991,20160531,0.1582,0.66,0.71,0.15,0.21,0.24,0.25,-0.63,-0.13
7991,20160601,-0.316,0.93,0.87,0.81,0.4,0.32,0.07,-0.13,0.14
7991,20160602,-0.4754,1.08,0.22,0.2,0.89,0.67,0.23,-0.64,-0.11
7991,20160603,0.7962,-0.85,-0.44,-0.3,-0.66,-0.39,-0.9,0.62,0.72
7991,20160606,-0.7899,1.37,1.31,2.23,0.88,0.9,1.69,-1.38,-0.14
7991,20160607,-0.4777,-0.05,0.33,0.73,0.12,0.61,0.24,0,0.33
7991,20160608,-0.16,0.74,0.77,1.25,0.26,0.34,0.23,0.55,0.25
7991,20160609,0.641,-1.36,-0.76,-0.62,-0.54,-0.49,-0.86,1.19,0.19
7991,20160610,1.5924,-1.82,-1.5,-0.98,-1.58,-1.7,-2.2,1.56,0.48
7991,20160613,1.2539,-1.18,-1.04,-1.06,-0.98,-1.11,-1.11,0.24,-0.12
7991,20160614,0.1548,-0.56,-0.3,-0.29,-0.21,-0.55,-1.03,0.57,-0.28
7991,20160615,0,0.59,0.28,0.26,0.18,0.18,0.28,-0.51,0.26
7991,20160616,-0.1546,-0.01,-0.05,-0.48,0,-0.17,-0.57,0.48,-0.28
7991,20160617,0.1548,-0.8,-0.07,0.27,-0.35,0.45,0.86,-0.94,0.12
7991,20160620,-1.391,1.56,1.27,0.88,1.21,0.98,1.07,-0.31,0.04
7991,20160621,-0.1567,-0.79,-0.42,-0.09,-0.25,-0.02,0.43,0.55,-0.03
7991,20160622,0.471,-0.57,-0.51,-0.34,-0.14,-0.19,-0.27,0.11,0.19
7991,20160623,-2.1875,1.74,1.82,1.56,1.7,1.75,2.28,-1.08,0.45
7991,20160624,5.5911,-3.39,-3.09,-2.83,-4.22,-4.29,-5.51,2.01,-1.08
7991,20160627,2.4206,-3.53,-3.33,-2.65,-3.07,-3.22,-4.38,2.82,-1.84
7991,20160628,-2.5111,2.31,1.71,1.62,2.1,2.03,2.65,-1.51,1.27
7991,20160629,-2.1212,1.85,1.53,1.47,2.14,2.02,2.23,-0.69,1.1
7991,20160630,-1.3932,1.03,1.36,0.97,1.5,1.51,1.8,0.7,-0.25
7991,20160701,-0.6279,1.3,0.81,1.1,0.34,0.11,0.34,-1.01,0.16
7991,20160705,1.5798,-1.28,-1.34,-1.57,-0.98,-1.4,-2.72,1.88,-1.26
7991,20160706,-0.6221,0.97,0.76,0.5,0.66,0.61,0.73,-0.43,0.13
7991,20160707,-0.313,0.53,0.28,0.39,0.46,0.02,0.17,-0.55,0.65
7991,20160708,-1.8838,2.02,2.31,2.11,1.68,2,2.19,-0.62,0.93
7991,20160711,-0.64,0.67,1.01,0.8,0.41,0.5,0.68,-0.13,0.31
7991,20160712,-1.2882,1.44,1.24,1.53,0.85,1.06,2.17,-1.51,1.37
7991,20160713,0.1631,-1.12,-0.3,-0.22,-0.36,0.06,-0.27,0.86,0.04
7991,20160714,-0.6515,-0.26,0.16,0.35,0.37,0.34,0.89,-0.61,0.43
7991,20160715,0,0.35,0.46,0.27,-0.05,0.04,0.06,-0.11,0.12
7991,20160718,-0.4918,0.28,0.26,0.12,0.13,0.19,0.26,-0.69,0.28
7991,20160719,0.4942,-1.19,-0.63,-0.55,-0.25,-0.38,-0.54,0.64,-0.01
7991,20160720,-1.1475,1.42,1.08,0.47,0.97,0.42,0.27,-0.8,0.28
7991,20160721,0.8292,-0.41,-0.46,-0.15,-0.5,-0.35,-0.5,-0.33,-0.3
7991,20160722,-0.6579,0.46,0.51,0.6,0.68,0.56,0.54,0.31,-0.17
7991,20160725,0,-0.52,-0.46,-0.32,-0.01,-0.44,-0.51,-0.08,-0.56
7991,20160726,-0.1656,0.45,0.36,0.76,0.44,0.52,0.88,-0.25,-0.07
7991,20160727,0.3317,0.91,0.54,0.06,-0.29,-0.73,-0.52,-0.92,-0.34
7991,20160728,-0.1653,-0.33,-0.2,-0.19,0.31,0.29,0.11,0.24,0.26
7991,20160729,-0.1656,0.19,-0.07,0.15,0.14,0.2,0.31,0.14,0.31
7991,20160801,0.4975,0.01,0.03,-0.25,0.13,-0.64,-1.27,-0.06,-0.69
7991,20160802,1.4851,-1.32,-1.08,-0.83,-1.23,-0.95,-0.91,0.46,0.51
7991,20160803,-0.9756,1.06,0.95,1.29,0.48,0.78,1.36,-1.63,-0.17
7991,20160804,0,0.06,0.04,0.14,0.18,-0.01,-0.04,0.58,0.03
7991,20160805,-1.8062,1.08,1.47,1.19,0.86,0.92,1.76,-1.27,-0.44
7991,20160808,0,0.23,0.17,0.53,-0.22,-0.01,0.44,-0.46,0.13
7991,20160809,0.1672,0.2,-0.04,-0.26,0.03,-0.18,-0.36,0.44,-0.19
7991,20160810,0.5008,-1.52,-0.66,-0.81,-0.16,-0.33,-0.86,0.84,-0.04
7991,20160811,-0.8306,0.64,0.68,0.57,0.56,0.72,0.7,-0.69,-0.05
7991,20160812,0,0.35,0.05,-0.07,-0.01,-0.11,-0.33,-0.24,-0.24
7991,20160815,-0.67,1.01,0.96,1.06,0.56,0.5,1.24,-1.05,-0.21
7991,20160816,0.5059,-0.88,-0.6,-0.28,-0.78,-0.86,-0.46,-0.35,-0.05
7991,20160817,0,-0.42,-0.18,-0.13,-0.17,0.09,-0.18,0.39,0.04
7991,20160818,-0.3356,0.55,0.67,0.66,0.48,0.87,1.02,0.05,-0.05
7991,20160819,-0.3367,-0.17,0.05,0.03,0.2,-0.02,-0.19,-0.23,-0.29
7991,20160822,-0.3378,0.45,0.37,0.17,0.16,-0.06,-0.24,0.16,0.38
7991,20160823,-0.5085,0.76,0.54,0.64,0.5,0.44,0.64,-0.4,-0.12
7991,20160824,0.3407,-1.31,-0.68,-0.48,-0.81,-0.51,-0.79,0.47,0.48
7991,20160825,0,-0.3,0.07,0.12,-0.02,0.08,0.23,0.44,-0.04
7991,20160826,0.1698,0.45,-0.22,-0.15,-0.12,-0.44,-0.19,-0.46,-0.44
7991,20160829,-0.5085,0.61,0.64,0.63,0.37,0.74,0.81,-0.09,-0.04
7991,20160830,-0.1704,0.25,0.08,0.03,-0.23,-0.04,0.15,-0.43,-0.5
7991,20160831,0.3413,-0.67,-0.54,-0.32,-0.41,-0.33,-0.36,0.26,0.25
7991,20160901,0.1701,0.04,0.07,-0.08,0.22,-0.12,-0.48,0.62,0.1
7991,20160902,-0.3396,0.48,0.82,0.91,0.57,0.9,0.85,0.04,-0.09
7991,20160906,0,0.82,0.37,0.14,-0.03,0.05,0.08,-0.16,0.67
7991,20160907,-0.1704,0.56,0.47,0.24,0.24,0.48,0.45,-0.64,0.13
7991,20160908,0.1706,0.59,0.32,0.53,-0.44,-0.1,0.44,-0.67,-0.1
7991,20160909,2.7257,-2.92,-2.61,-2.04,-2.6,-2.75,-2.73,-0.18,-0.04
7991,20160912,-1.4925,1.52,1.02,0.77,1.44,1.33,1.21,-0.26,0.33
7991,20160913,1.6835,-1.88,-1.57,-1.44,-1.45,-1.73,-2.29,0.18,-0.04
7991,20160914,0.1656,0.58,-0.11,-0.15,-0.03,-0.28,-0.67,0.35,-0.08
7991,20160915,-1.3223,1.17,1.16,0.8,1.08,1.11,1.08,0.1,-0.34
7991,20160916,0,0.19,0.19,0.18,-0.35,-0.29,-0.59,0.1,0.01
7991,20160919,-0.335,0.72,0.46,0.13,0.18,0.53,0.62,0.05,0.2
7991,20160920,0.1681,1.46,0.05,-0.37,-0.15,-0.39,-0.52,0.02,-0.34
7991,20160921,-0.8389,1.21,0.86,0.93,1.04,1.49,1.75,0.58,0.52
7991,20160922,-1.0152,1.27,1.48,0.83,0.82,0.91,0.89,-0.21,0.36
7991,20160923,0.3419,-0.37,-0.25,-0.17,-0.51,-0.75,-0.9,-0.34,0.23
7991,20160926,0.8518,-0.87,-1.21,-1.01,-0.76,-0.68,-0.82,0.45,0.29
7991,20160927,-0.6757,0.8,0.53,0.13,0.72,0.33,0.15,0.03,-0.21
7991,20160928,-0.6803,0.16,0.46,1.02,0.16,0.92,1.88,0.26,0.97
7991,20160929,1.0274,-1.81,-1.07,-0.47,-1.05,-0.93,-0.73,0.41,0.42
7991,20160930,-1.0169,1.46,1.1,1.24,0.88,0.93,1.26,-0.33,0.11
7991,20161003,0,-0.06,-0.13,-0.16,-0.29,-0.35,-0.41,-0.07,0.1
7991,20161004,-0.1712,-0.74,-0.47,-0.53,-0.5,-0.63,-0.56,-0.57,-0.02
7991,20161005,-0.5146,0.97,0.8,0.96,0.42,0.85,1.39,-0.79,-0.45
7991,20161006,-0.3448,-1.09,-0.47,-0.08,-0.16,0.02,0.01,0.77,0.16
7991,20161007,0.692,-0.68,-0.71,-0.43,-0.58,-0.65,-0.43,0.18,0.09
7991,20161010,-0.8591,1.2,0.82,0.73,0.54,0.63,0.75,0.04,-0.11
7991,20161011,1.3865,-2.15,-1.72,-1.07,-1.59,-1.53,-1.41,0.05,0.43
7991,20161012,0.3419,-1,-0.16,0.03,-0.06,0.16,-0.03,0.59,0.45
7991,20161013,0.5111,-1.05,-1.3,-1.11,-0.37,-0.37,-1.04,0.11,0.47
7991,20161014,0,-0.82,-0.24,0.08,-0.15,-0.11,0,0.34,-0.04
7991,20161017,0.339,-0.76,-0.6,-0.01,-0.29,-0.24,-0.37,0.51,0.14
7991,20161018,-0.6757,0.5,0.41,0.3,0.72,0.61,0.83,-0.3,0.4
7991,20161019,-0.5102,-0.05,0.35,0.69,0.22,0.49,0.93,-0.35,-0.54
7991,20161020,0.1709,0.37,-0.31,0,-0.25,-0.3,-0.29,-0.41,0.47
7991,20161021,-0.1706,-0.04,-0.11,-0.15,0.08,-0.07,-0.37,-0.26,-0.31
7991,20161024,-0.6838,0.09,0.33,0.08,0.56,0.4,0.22,0.42,-0.28
7991,20161025,0.6885,-1.33,-1.21,-0.6,-0.9,-0.54,-0.88,0.05,0.22
7991,20161026,0.1709,-1.08,-0.79,-0.68,-0.48,-0.03,0.03,-0.75,0.08
7991,20161027,0.6826,-1.24,-0.95,-0.83,-0.73,-0.41,-0.25,-0.2,-0.42
7991,20161028,0,-1.01,-0.47,-0.53,0.16,-0.04,-0.46,0.48,0.18
7991,20161031,0.339,-0.55,-0.01,-0.31,0.25,0.46,0.09,0.82,-0.14
7991,20161101,1.1824,-1.01,-1.22,-0.78,-0.77,-0.79,-0.74,-0.27,0.37
7991,20161102,0.6678,-2.02,-1.14,-0.93,-0.81,-0.88,-1.16,0.19,-0.22
7991,20161103,0.995,-2.31,-1.21,-0.54,-0.56,-0.12,0.21,0.85,-0.95
7991,20161104,-0.1642,1.54,0.23,0.05,0.14,-0.02,-0.07,-0.61,0.78
7991,20161107,-2.9605,2.36,2.08,1.69,2.25,2.26,2.17,-0.24,0.67
7991,20161108,-0.5085,0.22,0.43,0.04,0.48,0.15,-0.02,0.59,-0.09
7991,20161109,-1.7036,3.84,3.21,2.6,1.34,1.62,3.29,-2.08,1.8
7991,20161110,-1.0399,1.8,2.12,1.82,0.21,0.87,1.67,-1.93,-1.56
7991,20161111,-0.8757,2.82,2.92,2.08,0.63,0.23,0.39,-0.19,-0.64
7991,20161114,-0.53,0.95,0.94,0.95,0.64,1.27,2.02,-1.49,-1.54
7991,20161115,-0.7105,0.05,0.06,0.55,0.59,0.92,1.35,0.75,1.15
7991,20161116,0.1789,-0.14,0.33,0.72,-0.06,-0.32,-0.77,0.78,0.88
7991,20161117,-0.8929,0.7,0.52,0.6,0.75,0.57,0.52,-0.1,-0.33
7991,20161118,0.1802,0.34,0.6,0.56,-0.34,-0.02,0.15,0.2,-0.08
7991,20161121,-0.8993,0.24,0.69,0.58,0.71,0.9,1.12,0.38,0.52
7991,20161122,-0.363,0.11,0.76,0.94,0.21,0.38,0.31,0.51,-0.46
7991,20161123,-0.3643,0.57,0.52,0.5,0.37,0.29,0.6,-0.45,-0.51
7991,20161125,-0.3656,0.68,0.46,0.76,0.37,0.42,0.2,0.07,0.13
7991,20161128,0.7339,-1.89,-1.09,-0.76,-0.85,-0.74,-1.01,0.64,0.86
7991,20161129,-0.1821,-0.4,-0.3,-0.28,0.08,0.13,-0.42,0.32,-0.25
7991,20161130,0.5474,-1.38,-0.77,0.57,-0.91,0.11,1.86,-0.76,-0.87
7991,20161201,0.726,-1.8,-0.86,0.29,-0.98,-0.03,0.48,-0.45,-1.95
7991,20161202,0.1802,0.06,0.13,0.1,0.14,0.1,-0.07,0.44,0.78
7991,20161205,-1.259,1.71,1.55,1.55,1.01,0.88,1.21,-0.25,-0.32
7991,20161206,-0.3643,1.17,1.05,1.04,0.57,0.63,0.98,-0.46,-0.47
7991,20161207,-1.0969,0.08,0.69,0.79,1.06,1.33,1.3,0.17,-0.25
7991,20161208,-0.7394,1.54,1.74,1.56,0.64,0.75,1.22,-0.38,-0.69
7991,20161209,-0.5587,0.18,0.58,1.01,0.23,0.01,-0.03,-0.71,0.51
7991,20161212,0.5618,-1.51,-0.97,-1.01,-0.64,-0.56,-1.14,0.14,1.07
7991,20161213,-0.7449,-0.2,-0.01,-0.01,0.42,0.37,0.19,-0.14,0.46
7991,20161214,0.7505,-1.2,-1.41,-1.06,-0.82,-1.32,-1.41,0.07,0.46
7991,20161215,-0.3724,0.52,0.74,0.68,0.45,0.55,0.39,0.29,-0.29
7991,20161216,0,0.41,0.02,-0.04,-0.28,-0.19,-0.47,-0.81,0.39
7991,20161219,-0.3738,0.52,0.35,0.42,0.15,0.33,0.31,0.15,-0.22
