fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2708.0,0.10139,0.10834,0.14036,0.15352,0.15015,0.1235,0.11251,0.11022
2769.0,0.08216,0.12528,0.10898,0.19486,0.14235,0.12416,0.11899,0.10323
2770.0,0.08689,0.11987,0.10633,0.1693,0.17141,0.12964,0.10521,0.11136
2772.0,0.07107,0.10755,0.1019,0.31703,0.10445,0.09761,0.0968,0.10358
2776.0,0.08317,0.12205,0.11629,0.19713,0.1384,0.12042,0.1157,0.10685
2801.0,0.09517,0.08904,0.13342,0.1335,0.22041,0.11343,0.11094,0.10409
2889.0,0.09428,0.11853,0.11931,0.14107,0.18992,0.11559,0.11524,0.10605
2897.0,0.09617,0.12333,0.11671,0.13467,0.18431,0.12378,0.11198,0.10905
2899.0,0.08759,0.09701,0.11728,0.25798,0.10384,0.10824,0.12974,0.09832
2909.0,0.07658,0.16034,0.1267,0.13425,0.17433,0.1421,0.07848,0.10722
2914.0,0.08688,0.09678,0.11824,0.25961,0.10217,0.10879,0.12934,0.0982
2916.0,0.096,0.10991,0.12324,0.11612,0.20605,0.13867,0.10579,0.10423
2918.0,0.08663,0.09607,0.11866,0.25919,0.10336,0.10833,0.12966,0.09811
2920.0,0.08215,0.12812,0.10449,0.22403,0.12545,0.1122,0.1224,0.10115
2939.0,0.09686,0.1093,0.12279,0.11592,0.20455,0.14011,0.10589,0.10459
2940.0,0.09677,0.10927,0.12281,0.11612,0.20546,0.13943,0.106,0.10414
2942.0,0.09671,0.10889,0.12328,0.1159,0.2058,0.13895,0.1061,0.10436
2951.0,0.08528,0.09728,0.11897,0.26105,0.10186,0.10814,0.12926,0.09816
2952.0,0.08697,0.09602,0.11837,0.25951,0.10254,0.10887,0.12944,0.09827
2954.0,0.08242,0.12932,0.10261,0.22321,0.12515,0.1134,0.12282,0.10107
2956.0,0.08228,0.12827,0.10379,0.2235,0.12546,0.11293,0.12277,0.101
2958.0,0.08211,0.12838,0.10422,0.22421,0.12473,0.11273,0.12232,0.1013
3087.0,0.09753,0.1107,0.12288,0.11753,0.20885,0.13312,0.10717,0.10223
3088.0,0.09748,0.11049,0.12306,0.11746,0.20936,0.13279,0.10729,0.10207
3089.0,0.09715,0.1102,0.12396,0.1176,0.20936,0.13256,0.10716,0.10201
3300.0,0.08464,0.11125,0.12046,0.19359,0.14929,0.1162,0.1216,0.10297
3301.0,0.08516,0.1115,0.11987,0.19371,0.15019,0.11497,0.12178,0.10281
3302.0,0.08605,0.10959,0.12016,0.1931,0.15145,0.115,0.12193,0.10272
3337.0,0.09835,0.11169,0.1123,0.16152,0.1618,0.11742,0.13547,0.10145
3338.0,0.09827,0.11291,0.11177,0.16149,0.16139,0.11736,0.13537,0.10145
3339.0,0.09852,0.11194,0.11199,0.16209,0.16192,0.11714,0.13516,0.10124
3340.0,0.10191,0.11309,0.10585,0.14642,0.18297,0.12056,0.12112,0.10808
3349.0,0.08351,0.10815,0.11172,0.13493,0.23763,0.11455,0.10588,0.10363
3350.0,0.08326,0.10764,0.11324,0.13671,0.23533,0.11504,0.10553,0.10324
3351.0,0.08343,0.10841,0.11092,0.13398,0.24168,0.11309,0.10538,0.10311
3375.0,0.09138,0.12508,0.11307,0.17379,0.15813,0.11287,0.12382,0.10186
3376.0,0.09115,0.12589,0.11291,0.17373,0.15812,0.11259,0.12374,0.10187
3377.0,0.09122,0.12515,0.11319,0.17385,0.15796,0.11297,0.12383,0.10182
3449.0,0.10842,0.11426,0.13214,0.18092,0.10969,0.142,0.10256,0.11002
3452.0,0.09702,0.09655,0.12202,0.1233,0.23702,0.11625,0.10542,0.10242
3459.0,0.07785,0.14815,0.10693,0.15694,0.16817,0.14562,0.08904,0.10731
3463.0,0.1119,0.1053,0.12012,0.15978,0.14689,0.12906,0.10982,0.11712
3475.0,0.08691,0.10819,0.09553,0.15113,0.23006,0.11879,0.10157,0.10782
3480.0,0.09972,0.11252,0.13665,0.14574,0.15826,0.1247,0.11072,0.11169
3481.0,0.09968,0.11313,0.13552,0.14591,0.15806,0.12529,0.11061,0.11179
3499.0,0.09809,0.09516,0.12022,0.12285,0.23711,0.11821,0.10571,0.10265
3565.0,0.08954,0.1023,0.14293,0.13633,0.19694,0.13432,0.09281,0.10484
3566.0,0.10824,0.09966,0.12598,0.15526,0.15976,0.1318,0.11631,0.103
3569.0,0.09201,0.1109,0.1173,0.13523,0.21464,0.1187,0.1048,0.10642
3595.0,0.09635,0.09013,0.11549,0.10731,0.25602,0.11917,0.11338,0.10214
3597.0,0.10162,0.10048,0.12678,0.13427,0.18596,0.11868,0.12163,0.11059
3621.0,0.11036,0.11063,0.13091,0.16656,0.11961,0.12274,0.12898,0.11022
3720.0,0.09654,0.0871,0.11769,0.10577,0.25457,0.13579,0.09878,0.10377
3923.0,0.10188,0.12194,0.1173,0.18127,0.11454,0.11934,0.13774,0.106
3930.0,0.10171,0.12153,0.11838,0.18065,0.11492,0.11878,0.1379,0.10613
3936.0,0.10169,0.12127,0.11809,0.18107,0.11458,0.11921,0.13804,0.10604
3964.0,0.11081,0.11964,0.12046,0.15084,0.14949,0.12143,0.12115,0.10617
3971.0,0.07584,0.11681,0.12388,0.18033,0.16007,0.12098,0.11949,0.10261
3972.0,0.07696,0.12682,0.11935,0.17177,0.15554,0.12797,0.11483,0.10674
3973.0,0.07599,0.11752,0.12295,0.18011,0.15963,0.12156,0.11946,0.10278
3974.0,0.10697,0.12396,0.12336,0.15128,0.14658,0.12257,0.11959,0.10569
3975.0,0.07591,0.11742,0.12302,0.17961,0.15975,0.12179,0.1196,0.10291
3982.0,0.11024,0.11916,0.12458,0.14913,0.15043,0.12132,0.11992,0.10523
3992.0,0.11166,0.11686,0.12208,0.14885,0.15435,0.1199,0.12042,0.10587
4074.0,0.09267,0.10267,0.10942,0.10856,0.26292,0.1155,0.10518,0.10308
4075.0,0.09231,0.10417,0.11029,0.10622,0.26349,0.11533,0.10362,0.10457
4076.0,0.09265,0.10295,0.10887,0.10805,0.2644,0.11495,0.10501,0.10312
4077.0,0.09275,0.10189,0.10982,0.10848,0.26346,0.11518,0.10511,0.1033
4128.0,0.09831,0.10142,0.11937,0.13223,0.21863,0.12262,0.10373,0.10368
4129.0,0.09809,0.09897,0.12272,0.13337,0.21408,0.12417,0.1039,0.1047
4130.0,0.09916,0.10019,0.11843,0.13206,0.21691,0.12434,0.10494,0.10398
4131.0,0.09884,0.10259,0.11752,0.13063,0.21888,0.12297,0.10403,0.10452
4132.0,0.09559,0.11581,0.11762,0.13692,0.16118,0.18279,0.08387,0.10623
4301.0,0.10159,0.11849,0.11352,0.1995,0.13509,0.11951,0.1079,0.1044
4519.0,0.10456,0.09842,0.12398,0.18019,0.11606,0.12534,0.15606,0.0954
4520.0,0.09104,0.09756,0.13526,0.1647,0.1695,0.11637,0.11977,0.10581
4521.0,0.0996,0.10007,0.13116,0.14881,0.17825,0.12032,0.11331,0.10848
4522.0,0.09864,0.09956,0.13334,0.15026,0.17596,0.12078,0.11309,0.10837
4523.0,0.09966,0.09622,0.13469,0.14854,0.18288,0.11745,0.11249,0.10807
4524.0,0.09894,0.10016,0.13268,0.14919,0.17925,0.1188,0.11272,0.10827
4525.0,0.09211,0.10785,0.11148,0.17279,0.18046,0.11858,0.11067,0.10606
4526.0,0.1012,0.10064,0.11074,0.102,0.24095,0.12585,0.11286,0.10576
4528.0,0.09928,0.08513,0.10899,0.1303,0.21815,0.13653,0.11179,0.10983
4529.0,0.10162,0.08379,0.10787,0.12928,0.21883,0.13663,0.11222,0.10976
4530.0,0.09963,0.08612,0.1088,0.12804,0.22051,0.13517,0.11179,0.10995
4531.0,0.10122,0.0849,0.1073,0.12737,0.2227,0.1345,0.112,0.11001
4544.0,0.09822,0.11745,0.11625,0.10556,0.20365,0.15835,0.10492,0.0956
4545.0,0.09771,0.1189,0.11565,0.10634,0.20203,0.15871,0.10516,0.0955
4546.0,0.09766,0.11754,0.11691,0.10673,0.20051,0.15972,0.10509,0.09584
4547.0,0.09783,0.11679,0.11706,0.10655,0.20097,0.16002,0.10512,0.09566
4548.0,0.09866,0.11686,0.1162,0.10649,0.20002,0.16097,0.10521,0.09558
4549.0,0.09857,0.11561,0.11726,0.10596,0.20137,0.16042,0.10495,0.09585
4550.0,0.12622,0.12444,0.1097,0.12701,0.14562,0.18453,0.09,0.09247
4564.0,0.09341,0.1152,0.10985,0.10404,0.22076,0.15503,0.09831,0.10342
4565.0,0.0925,0.11579,0.10998,0.10316,0.22409,0.15303,0.09801,0.10344
4566.0,0.09291,0.11744,0.10852,0.1037,0.22051,0.15547,0.09826,0.10319
4567.0,0.09335,0.11569,0.1095,0.10366,0.21982,0.15653,0.09829,0.10315
4568.0,0.09303,0.11616,0.10932,0.10364,0.22163,0.1544,0.09858,0.10323
4569.0,0.09311,0.11595,0.10919,0.10379,0.22193,0.15405,0.09835,0.10364
4570.0,0.10461,0.1105,0.10096,0.18323,0.16253,0.1393,0.09768,0.10119
4700.0,0.10117,0.12073,0.10328,0.09049,0.25956,0.10547,0.11395,0.10535
4732.0,0.09705,0.09443,0.11962,0.10992,0.24311,0.12483,0.10581,0.10523
4777.0,0.09678,0.0944,0.11988,0.10981,0.24365,0.12454,0.10581,0.10513
4781.0,0.09597,0.09501,0.1207,0.11001,0.24338,0.12401,0.10562,0.1053
4908.0,0.09785,0.11246,0.10606,0.11009,0.24342,0.11689,0.10365,0.10958
4909.0,0.0983,0.10962,0.10841,0.10955,0.24315,0.11772,0.10346,0.10979
4915.0,0.0857,0.13623,0.11466,0.17466,0.16408,0.13082,0.07644,0.11741
4917.0,0.08267,0.11359,0.10538,0.15222,0.22469,0.11312,0.09509,0.11324
4918.0,0.08006,0.10777,0.11416,0.16349,0.22546,0.10483,0.0934,0.11083
4919.0,0.08245,0.13394,0.10839,0.16703,0.18254,0.11404,0.09231,0.1193
4921.0,0.08576,0.09787,0.11373,0.12156,0.25112,0.11811,0.10256,0.1093
4924.0,0.08889,0.1177,0.10057,0.12337,0.23991,0.11141,0.11024,0.10791
4925.0,0.08639,0.10631,0.10375,0.1174,0.255,0.121,0.10545,0.10469
4926.0,0.10111,0.1042,0.10523,0.10488,0.25395,0.12054,0.1016,0.10849
4927.0,0.09723,0.10227,0.11735,0.11307,0.2366,0.12067,0.10595,0.10685
4928.0,0.09722,0.10994,0.10962,0.11112,0.242,0.11719,0.10332,0.10959
4976.0,0.08784,0.11726,0.11566,0.17158,0.16356,0.11948,0.12113,0.10349
4977.0,0.0875,0.11803,0.11543,0.17185,0.16317,0.11952,0.12109,0.10341
4978.0,0.08787,0.11766,0.11525,0.17165,0.16369,0.11934,0.12107,0.10346
4999.0,0.08792,0.11846,0.11422,0.20655,0.14462,0.13133,0.081,0.11589
5002.0,0.08477,0.10913,0.1118,0.15263,0.21456,0.11449,0.10567,0.10695
5043.0,0.09922,0.09544,0.10629,0.1988,0.16165,0.11746,0.10704,0.11409
5044.0,0.09975,0.09731,0.10542,0.19599,0.16227,0.11842,0.10683,0.11403
5060.0,0.08767,0.11694,0.11241,0.19505,0.14224,0.1154,0.13054,0.09974
5063.0,0.08773,0.11742,0.11215,0.19496,0.14223,0.11523,0.13051,0.09975
5073.0,0.08761,0.11707,0.11273,0.19465,0.14273,0.11481,0.13053,0.09987
5086.0,0.11141,0.11372,0.12604,0.15908,0.12497,0.1235,0.13764,0.10364
5095.0,0.11147,0.11355,0.1261,0.15914,0.1251,0.12337,0.13766,0.1036
5098.0,0.10609,0.09981,0.14308,0.15976,0.14186,0.1222,0.12019,0.10702
5100.0,0.11015,0.10553,0.13205,0.14942,0.148,0.12216,0.12402,0.10866
5103.0,0.11065,0.11368,0.12798,0.15973,0.12281,0.12381,0.13757,0.10377
5254.0,0.10146,0.10288,0.12312,0.11655,0.21377,0.12415,0.10795,0.11012
5255.0,0.10131,0.10288,0.12323,0.11645,0.21424,0.1239,0.10794,0.11005
5256.0,0.10126,0.10285,0.12362,0.11663,0.21346,0.12418,0.10787,0.11014
5257.0,0.10138,0.10307,0.12306,0.1166,0.21311,0.12457,0.10797,0.11025
5258.0,0.10144,0.10326,0.12294,0.1165,0.21388,0.12399,0.10788,0.1101
5259.0,0.10169,0.10295,0.12278,0.11652,0.2137,0.12425,0.10792,0.11018
5260.0,0.10118,0.10343,0.1231,0.11657,0.21365,0.12393,0.10793,0.11021
5261.0,0.10132,0.10368,0.12275,0.11653,0.21349,0.12411,0.1079,0.11021
5262.0,0.10147,0.10307,0.12299,0.11655,0.21333,0.12447,0.10795,0.11017
5263.0,0.10136,0.1035,0.12284,0.11651,0.2136,0.12417,0.10792,0.11011
5264.0,0.10135,0.10332,0.12284,0.11658,0.21354,0.12424,0.10796,0.11017
5265.0,0.10121,0.10355,0.12315,0.1166,0.21344,0.12398,0.10793,0.11015
5266.0,0.10143,0.10339,0.12291,0.11656,0.21348,0.12409,0.10795,0.11019
5267.0,0.1014,0.10302,0.12313,0.11659,0.21359,0.12417,0.10796,0.11015
5268.0,0.14698,0.04052,0.24559,0.1242,0.1142,0.12396,0.11211,0.09243
5270.0,0.18675,0.02712,0.24391,0.12758,0.09345,0.13097,0.10698,0.08323
5277.0,0.08793,0.11864,0.11661,0.15949,0.16641,0.12641,0.12062,0.10389
5307.0,0.09237,0.1289,0.10929,0.14959,0.17406,0.12071,0.11684,0.10824
5361.0,0.0895,0.10272,0.12428,0.12792,0.23047,0.11794,0.10168,0.10548
5427.0,0.10572,0.13216,0.12162,0.143,0.13608,0.12759,0.12181,0.11203
5428.0,0.10589,0.13106,0.12127,0.14309,0.13914,0.12534,0.12223,0.11199
5429.0,0.10553,0.13108,0.12213,0.14345,0.13729,0.1267,0.12202,0.1118
5617.0,0.07547,0.12719,0.12005,0.15006,0.17755,0.13008,0.11291,0.10669
5655.0,0.10156,0.10957,0.11134,0.18851,0.13533,0.11122,0.1402,0.10226
5657.0,0.09236,0.0819,0.12461,0.17156,0.20994,0.10795,0.10035,0.11132
5702.0,0.08579,0.09992,0.11307,0.12488,0.24824,0.11576,0.10653,0.1058
5726.0,0.09208,0.10174,0.12085,0.12736,0.21855,0.121,0.11186,0.10655
5736.0,0.0926,0.10103,0.12077,0.12727,0.21869,0.12113,0.11205,0.10647
5737.0,0.09241,0.10143,0.12083,0.12724,0.2193,0.12064,0.11175,0.1064
5791.0,0.09908,0.14262,0.09737,0.17604,0.142,0.1173,0.12573,0.09985
5801.0,0.09217,0.11409,0.12387,0.12924,0.21775,0.11185,0.09985,0.11118
5802.0,0.07896,0.11832,0.11545,0.15932,0.22426,0.09489,0.10435,0.10445
5806.0,0.07599,0.15896,0.10623,0.21385,0.09519,0.13286,0.11048,0.10644
5820.0,0.09051,0.11563,0.11501,0.20953,0.13024,0.11202,0.12465,0.10241
5821.0,0.09012,0.11739,0.1136,0.20968,0.12897,0.11293,0.12493,0.10239
5843.0,0.08462,0.14304,0.09448,0.16829,0.17597,0.12248,0.10183,0.10929
5844.0,0.08465,0.13897,0.09726,0.16643,0.18074,0.12076,0.10152,0.10968
5994.0,0.02504,0.15528,0.02406,0.67692,0.00868,0.03552,0.03905,0.03545
6030.0,0.09723,0.18274,0.14007,0.1082,0.13429,0.12253,0.11008,0.10487
6032.0,0.11762,0.09514,0.15499,0.13443,0.13754,0.12473,0.1282,0.10736
6037.0,0.08464,0.11696,0.10807,0.23101,0.1209,0.11412,0.11954,0.10478
6045.0,0.0832,0.12274,0.10952,0.22799,0.11722,0.11743,0.1155,0.10641
6076.0,0.09266,0.10327,0.11205,0.10312,0.26855,0.11164,0.10853,0.10017
6077.0,0.09292,0.10351,0.11197,0.10299,0.26767,0.11226,0.10861,0.10007
6078.0,0.0935,0.10369,0.11079,0.10266,0.26791,0.11282,0.10869,0.09994
6079.0,0.09315,0.10485,0.1109,0.10328,0.26596,0.11281,0.10882,0.10024
6080.0,0.09336,0.1032,0.11177,0.10291,0.26747,0.11248,0.10869,0.10013
6103.0,0.08587,0.12173,0.1163,0.1852,0.14455,0.12254,0.12069,0.1031
6112.0,0.08612,0.12163,0.11568,0.18408,0.14577,0.12242,0.12107,0.10323
6113.0,0.08614,0.11986,0.11701,0.18529,0.14396,0.1237,0.12089,0.10314
6114.0,0.08608,0.12284,0.11451,0.18395,0.14657,0.12163,0.12119,0.10323
6115.0,0.08604,0.12149,0.11596,0.18484,0.1455,0.12201,0.1209,0.10327
6380.0,0.09568,0.10437,0.12705,0.12539,0.21427,0.12525,0.10209,0.1059
6381.0,0.09519,0.10597,0.12656,0.12523,0.21373,0.12467,0.10245,0.1062
6382.0,0.09567,0.10561,0.12584,0.12525,0.21438,0.12512,0.10219,0.10593
6383.0,0.09514,0.10526,0.12726,0.12535,0.21332,0.12489,0.10243,0.10634
6384.0,0.09531,0.10509,0.12702,0.12537,0.21315,0.1252,0.10252,0.10635
6444.0,0.09945,0.15413,0.11787,0.14022,0.13711,0.14707,0.09881,0.10534
6445.0,0.09968,0.1537,0.11717,0.13988,0.13677,0.14826,0.09902,0.10552
6446.0,0.09966,0.15296,0.11875,0.13961,0.13702,0.14776,0.09875,0.1055
6447.0,0.09985,0.15289,0.1178,0.14011,0.13604,0.14881,0.09889,0.10562
6448.0,0.09927,0.15369,0.11826,0.14039,0.13596,0.1482,0.09883,0.10541
6586.0,0.10927,0.12362,0.10842,0.14061,0.18182,0.12431,0.1068,0.10514
6587.0,0.10913,0.12468,0.10761,0.14086,0.18116,0.12468,0.10683,0.10505
6588.0,0.10903,0.12477,0.1077,0.14081,0.18119,0.12429,0.10678,0.10543
6589.0,0.10849,0.12407,0.10918,0.1409,0.18165,0.1238,0.10659,0.10533
6590.0,0.1085,0.12406,0.10904,0.14067,0.18187,0.12388,0.10663,0.10535
6711.0,0.05139,0.11567,0.06274,0.45624,0.02829,0.07808,0.14281,0.06479
6741.0,0.09448,0.1256,0.10549,0.21833,0.10735,0.1265,0.12136,0.10089
6745.0,0.08072,0.13152,0.12584,0.19814,0.12976,0.12003,0.11268,0.10131
6790.0,0.09125,0.10242,0.11986,0.21589,0.12603,0.10507,0.13823,0.10126
6791.0,0.09115,0.10146,0.12124,0.21547,0.12563,0.10567,0.13843,0.10096
6853.0,0.09612,0.12185,0.12994,0.14949,0.14193,0.12169,0.12434,0.11465
6896.0,0.09643,0.10189,0.11303,0.11871,0.23588,0.1239,0.10418,0.10598
6898.0,0.093,0.10201,0.11839,0.12142,0.23336,0.12214,0.10388,0.10579
6927.0,0.11644,0.11385,0.11492,0.17351,0.09733,0.12916,0.1569,0.09789
