fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3257.0,0.12247,0.09593,0.11009,0.22843,0.09654,0.12296,0.12556,0.09802
3258.0,0.12214,0.09594,0.11074,0.22808,0.09718,0.12258,0.12524,0.0981
3259.0,0.12278,0.09579,0.11032,0.22745,0.0975,0.12261,0.12544,0.09811
3260.0,0.12248,0.09553,0.11094,0.22772,0.09719,0.12257,0.12532,0.09825
3261.0,0.12286,0.09547,0.11063,0.22798,0.09668,0.12284,0.1253,0.09824
3263.0,0.12924,0.0906,0.11166,0.22879,0.09457,0.12232,0.12489,0.09793
3265.0,0.11008,0.10068,0.10664,0.24295,0.09405,0.12166,0.12966,0.09428
3325.0,0.10464,0.12532,0.11858,0.15252,0.17303,0.12319,0.0829,0.11982
3326.0,0.10375,0.13523,0.11075,0.15037,0.18287,0.11425,0.08333,0.11944
3327.0,0.10185,0.13432,0.11345,0.14029,0.17846,0.12762,0.08319,0.12082
3341.0,0.11043,0.10487,0.09322,0.27371,0.08744,0.09945,0.14366,0.08722
3342.0,0.11118,0.10631,0.09368,0.26962,0.08969,0.09983,0.14244,0.08726
3343.0,0.10929,0.10852,0.09316,0.26885,0.08839,0.10143,0.14309,0.08727
3348.0,0.11136,0.1052,0.09383,0.26827,0.0901,0.10024,0.143,0.088
3355.0,0.09162,0.10367,0.10658,0.21929,0.15862,0.10303,0.11235,0.10484
3356.0,0.09097,0.10475,0.10674,0.21864,0.15929,0.10206,0.11294,0.10461
3357.0,0.09105,0.10327,0.10809,0.21888,0.15986,0.10177,0.1124,0.1047
3931.0,0.14548,0.07821,0.09294,0.24369,0.08242,0.1265,0.13526,0.0955
3937.0,0.12921,0.07817,0.10884,0.25764,0.08016,0.10878,0.13426,0.10293
3941.0,0.1466,0.07259,0.09665,0.24686,0.08225,0.12731,0.1323,0.09545
3945.0,0.12436,0.09186,0.09926,0.22916,0.11981,0.10088,0.13143,0.10324
3956.0,0.14012,0.08164,0.09862,0.22552,0.10324,0.11804,0.13072,0.1021
4495.0,0.10199,0.09991,0.10152,0.19588,0.14772,0.11673,0.1393,0.09695
4496.0,0.1019,0.10866,0.10033,0.18131,0.13834,0.1295,0.1396,0.10036
4497.0,0.09457,0.11072,0.1056,0.19221,0.14325,0.12034,0.13983,0.09349
4498.0,0.0985,0.1093,0.09946,0.18573,0.14389,0.12244,0.13858,0.10209
4499.0,0.09583,0.10162,0.10806,0.19155,0.14879,0.12305,0.13773,0.09336
4500.0,0.10498,0.09109,0.10591,0.1875,0.14648,0.125,0.14342,0.09562
4501.0,0.09898,0.09962,0.09942,0.20123,0.14355,0.11774,0.14106,0.09839
4539.0,0.17465,0.12603,0.09863,0.16259,0.11601,0.10021,0.11932,0.10256
4540.0,0.18669,0.15652,0.07516,0.14647,0.11663,0.09804,0.11713,0.10336
4541.0,0.17484,0.14778,0.08289,0.16845,0.0917,0.1055,0.11848,0.11036
4542.0,0.16827,0.14129,0.08863,0.19285,0.08596,0.11106,0.12048,0.09145
4543.0,0.15947,0.15243,0.09038,0.18654,0.09677,0.09882,0.12081,0.0948
4658.0,0.17295,0.12101,0.09081,0.19205,0.10155,0.10392,0.11599,0.10171
4677.0,0.11954,0.08264,0.10617,0.23283,0.09582,0.1279,0.13112,0.10398
4678.0,0.11251,0.09803,0.10642,0.21877,0.10655,0.12509,0.13375,0.09887
4679.0,0.10978,0.07455,0.11526,0.25201,0.08682,0.13342,0.13526,0.0929
4680.0,0.11384,0.10166,0.09626,0.26333,0.08619,0.11572,0.12695,0.09606
4681.0,0.13244,0.0851,0.10997,0.22489,0.08806,0.13208,0.13416,0.0933
4713.0,0.13333,0.10028,0.14628,0.10537,0.14949,0.11324,0.1328,0.1192
5039.0,0.12722,0.18885,0.10615,0.12899,0.10239,0.11444,0.1371,0.09488
5041.0,0.13644,0.18081,0.09801,0.11595,0.12717,0.11235,0.13757,0.09169
5042.0,0.1335,0.18655,0.09057,0.1354,0.10597,0.11721,0.13666,0.09415
5050.0,0.13577,0.19172,0.08886,0.14541,0.08966,0.12049,0.13572,0.09237
5056.0,0.122,0.20019,0.09754,0.11033,0.1295,0.11347,0.13541,0.09155
5162.0,0.26906,0.07294,0.09183,0.09571,0.10557,0.1379,0.11756,0.10943
5163.0,0.17972,0.0837,0.12304,0.10298,0.13802,0.12167,0.11558,0.13528
5209.0,0.15309,0.03413,0.15818,0.29163,0.05696,0.11553,0.10618,0.0843
5252.0,0.11672,0.1202,0.11247,0.16806,0.12147,0.127,0.12506,0.10903
5346.0,0.08853,0.10276,0.06014,0.4351,0.03546,0.10694,0.08441,0.08666
5347.0,0.08159,0.08347,0.05812,0.50536,0.03405,0.09079,0.07342,0.0732
5348.0,0.08341,0.09736,0.05586,0.47455,0.03255,0.09474,0.07957,0.08196
5349.0,0.06139,0.06104,0.05213,0.61961,0.02324,0.06417,0.06572,0.0527
5382.0,0.0946,0.12651,0.09976,0.12502,0.18508,0.16292,0.09702,0.1091
5406.0,0.07922,0.1281,0.11272,0.13398,0.17711,0.16323,0.09173,0.11391
5415.0,0.09484,0.12476,0.10403,0.12841,0.16061,0.185,0.08926,0.11307
5476.0,0.13497,0.10752,0.13944,0.13565,0.11425,0.12233,0.12272,0.12312
5477.0,0.13016,0.11276,0.11767,0.13255,0.10745,0.14811,0.12702,0.12427
5922.0,0.10253,0.10042,0.11334,0.23528,0.09888,0.14488,0.1046,0.10007
5940.0,0.10282,0.12713,0.11318,0.12969,0.17772,0.1203,0.12281,0.10635
6742.0,0.11677,0.12808,0.08328,0.16007,0.12576,0.11329,0.18063,0.09212
6748.0,0.11063,0.1138,0.09006,0.15598,0.14144,0.11144,0.18509,0.09156
6772.0,0.17085,0.08604,0.134,0.10252,0.15476,0.10979,0.13166,0.11038
6783.0,0.08507,0.15788,0.09448,0.25222,0.09678,0.11595,0.09592,0.1017
6861.0,0.15521,0.07386,0.07505,0.0566,0.25097,0.13488,0.16414,0.08929
6937.0,0.098,0.14248,0.08646,0.20601,0.10388,0.15038,0.11403,0.09876
6952.0,0.10229,0.12536,0.11632,0.19244,0.12077,0.129,0.11559,0.09823
6953.0,0.10338,0.12363,0.11558,0.20753,0.10721,0.13221,0.11044,0.10001
6954.0,0.10975,0.11539,0.10178,0.20346,0.10599,0.14995,0.1151,0.09858
6972.0,0.14527,0.08244,0.14178,0.11494,0.16806,0.10533,0.13018,0.112
7217.0,0.10104,0.11943,0.09696,0.17263,0.14807,0.15297,0.10051,0.10839
7219.0,0.09368,0.12307,0.09699,0.17676,0.14042,0.15384,0.10238,0.11285
7244.0,0.13891,0.09047,0.12638,0.14355,0.14464,0.13305,0.10671,0.11629
7245.0,0.12745,0.09631,0.11334,0.16787,0.10169,0.16847,0.11566,0.10921
7791.0,0.089,0.12353,0.10502,0.13317,0.18644,0.1525,0.1026,0.10774
7792.0,0.10891,0.13295,0.08421,0.12435,0.17594,0.15432,0.11521,0.10412
7793.0,0.09915,0.12578,0.09605,0.14214,0.17988,0.13955,0.11485,0.10261
7794.0,0.10001,0.14147,0.08642,0.14328,0.14571,0.16267,0.11654,0.1039
7795.0,0.09947,0.13561,0.09296,0.14214,0.15317,0.15928,0.11232,0.10506
7796.0,0.10967,0.13322,0.08275,0.11879,0.1849,0.1519,0.11389,0.10488
7989.0,0.12922,0.14259,0.12244,0.07214,0.15956,0.10972,0.12929,0.13505
7990.0,0.11234,0.14988,0.16374,0.09609,0.09978,0.10875,0.13266,0.13675
7991.0,0.12134,0.11813,0.14476,0.0852,0.19186,0.08466,0.11508,0.13897
7992.0,0.11803,0.13073,0.14486,0.07091,0.16651,0.09513,0.12541,0.14842
8036.0,0.10093,0.208,0.10243,0.13742,0.14308,0.11092,0.09902,0.0982
8072.0,0.12228,0.10789,0.12949,0.12674,0.17959,0.1074,0.11742,0.1092
8264.0,0.17,0.0824,0.10993,0.05543,0.20612,0.11645,0.14664,0.11304
8265.0,0.13755,0.12272,0.09678,0.08699,0.17271,0.11474,0.15547,0.11302
8266.0,0.13189,0.1598,0.08353,0.06478,0.192,0.10491,0.1389,0.12419
8643.0,0.14709,0.10461,0.10109,0.07505,0.19476,0.10703,0.16868,0.10169
8644.0,0.13137,0.08462,0.1026,0.03841,0.29884,0.09846,0.14652,0.09918
8645.0,0.17741,0.06215,0.09933,0.06271,0.24072,0.10384,0.15235,0.10148
8646.0,0.155,0.06371,0.13214,0.08674,0.20196,0.10075,0.15316,0.10653
8649.0,0.13806,0.10425,0.1155,0.06272,0.2243,0.09761,0.16719,0.09037
9069.0,0.0893,0.13807,0.09386,0.07521,0.24598,0.12823,0.12785,0.10149
9074.0,0.10438,0.11532,0.09654,0.06258,0.27322,0.12253,0.1262,0.09923
9124.0,0.11038,0.08988,0.10529,0.06493,0.24007,0.12655,0.16014,0.10276
9128.0,0.10713,0.16217,0.13015,0.19203,0.08057,0.10523,0.1244,0.09832
9134.0,0.12189,0.16268,0.10303,0.08797,0.14554,0.13614,0.14421,0.09854
9137.0,0.09817,0.10498,0.10131,0.17685,0.177,0.14334,0.10242,0.09593
9139.0,0.07584,0.4391,0.04507,0.11535,0.08872,0.08319,0.0826,0.07013
9140.0,0.05833,0.10097,0.0548,0.55134,0.02525,0.07039,0.08619,0.05273
9141.0,0.15208,0.14032,0.14289,0.07673,0.10009,0.10921,0.13284,0.14584
9171.0,0.09142,0.11647,0.1081,0.15102,0.16303,0.15844,0.1046,0.10691
9172.0,0.08815,0.1237,0.10671,0.14861,0.16139,0.15782,0.10709,0.10652
9509.0,0.09916,0.10947,0.10781,0.16206,0.13774,0.16125,0.12081,0.10172
9542.0,0.11512,0.11027,0.10281,0.14615,0.14792,0.15759,0.12018,0.09997
9543.0,0.10475,0.10552,0.1087,0.14736,0.15809,0.15504,0.11988,0.10065
9544.0,0.10379,0.11903,0.0921,0.15399,0.1536,0.15943,0.11931,0.09874
9545.0,0.11773,0.09984,0.1059,0.14071,0.15997,0.15362,0.119,0.10324
9620.0,0.09423,0.11207,0.10674,0.13067,0.1955,0.14639,0.10436,0.11004
9621.0,0.09707,0.12895,0.10169,0.13294,0.17641,0.14687,0.10667,0.10939
9622.0,0.09831,0.12822,0.09338,0.13034,0.17852,0.15292,0.10915,0.10916
9623.0,0.09443,0.13064,0.09499,0.12896,0.18889,0.14215,0.10653,0.1134
9629.0,0.09357,0.11668,0.10997,0.12262,0.19938,0.14627,0.10328,0.10824
9758.0,0.0992,0.09116,0.1098,0.23138,0.1119,0.12968,0.1338,0.09309
9759.0,0.10422,0.08817,0.11445,0.22016,0.12396,0.12161,0.1341,0.09333
9760.0,0.11347,0.08759,0.09815,0.20485,0.13222,0.12681,0.14023,0.09668
9761.0,0.09573,0.10082,0.11473,0.19277,0.1626,0.10978,0.13032,0.09324
9763.0,0.11616,0.0956,0.10218,0.18962,0.13517,0.1334,0.13034,0.09751
