fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3257.0,0.10862,0.0997,0.10411,0.21997,0.13236,0.11034,0.12714,0.09776
3258.0,0.1089,0.09924,0.10449,0.21781,0.13531,0.10945,0.12706,0.09773
3259.0,0.10897,0.09923,0.10428,0.21765,0.13555,0.10951,0.1271,0.09771
3260.0,0.10797,0.10005,0.10436,0.21987,0.13301,0.10992,0.12713,0.09769
3261.0,0.10901,0.09986,0.10401,0.21783,0.1343,0.10971,0.12742,0.09786
3263.0,0.10922,0.0997,0.10398,0.21937,0.13285,0.10992,0.12727,0.09769
3931.0,0.10369,0.10592,0.10948,0.19687,0.13311,0.11864,0.12877,0.10352
3937.0,0.10322,0.10608,0.10958,0.19546,0.13636,0.11757,0.12862,0.10312
3941.0,0.10285,0.10574,0.11021,0.1968,0.13455,0.11796,0.12885,0.10303
3945.0,0.10216,0.10666,0.10994,0.19604,0.13521,0.11797,0.12857,0.10344
3956.0,0.10233,0.10671,0.10932,0.19608,0.1348,0.1183,0.12869,0.10377
4495.0,0.09245,0.11561,0.09961,0.2408,0.11681,0.11027,0.11759,0.10686
4496.0,0.09305,0.11539,0.09923,0.2408,0.11607,0.11091,0.11775,0.10679
4497.0,0.09359,0.11397,0.10002,0.24115,0.11647,0.11017,0.11774,0.1069
4498.0,0.09406,0.1099,0.10029,0.24778,0.11224,0.11138,0.11982,0.10452
4499.0,0.09363,0.11036,0.09993,0.24649,0.11388,0.1111,0.11971,0.1049
4500.0,0.09359,0.11035,0.10048,0.24464,0.11581,0.11033,0.1197,0.1051
4501.0,0.09369,0.11142,0.09935,0.24618,0.11322,0.11172,0.11952,0.1049
4539.0,0.14533,0.14161,0.10101,0.15877,0.14836,0.09654,0.10847,0.09991
4540.0,0.14609,0.14123,0.10081,0.15755,0.14932,0.09662,0.10869,0.0997
4541.0,0.14612,0.14252,0.0995,0.15725,0.1496,0.0967,0.10838,0.09993
4542.0,0.14544,0.142,0.10053,0.15893,0.14762,0.09705,0.10865,0.09979
4543.0,0.14588,0.14037,0.10205,0.15827,0.14856,0.09642,0.10863,0.09983
4658.0,0.14545,0.14273,0.09987,0.15798,0.14809,0.09718,0.10852,0.10017
4677.0,0.10435,0.09558,0.10393,0.22327,0.12444,0.11592,0.1282,0.1043
4678.0,0.10331,0.09637,0.10417,0.22433,0.1247,0.11489,0.12798,0.10425
4679.0,0.10575,0.09556,0.10367,0.22059,0.12735,0.11452,0.12794,0.10463
4680.0,0.1058,0.09565,0.10353,0.22225,0.12543,0.11494,0.12806,0.10432
4681.0,0.10461,0.09675,0.10317,0.2231,0.12431,0.11575,0.12783,0.10449
4713.0,0.12735,0.11339,0.13713,0.12362,0.13758,0.12095,0.12208,0.1179
5039.0,0.14049,0.16863,0.08566,0.14404,0.12784,0.1062,0.13206,0.09507
5041.0,0.13868,0.16494,0.08767,0.14631,0.12846,0.10606,0.13263,0.09523
5042.0,0.13852,0.17001,0.08649,0.14525,0.12528,0.10725,0.13192,0.09528
5050.0,0.13849,0.16708,0.08719,0.14462,0.12865,0.10587,0.13253,0.09556
5056.0,0.12904,0.14872,0.09249,0.16051,0.13576,0.10704,0.12999,0.09645
5252.0,0.10099,0.16832,0.0877,0.17511,0.12762,0.11103,0.11439,0.11485
5476.0,0.13017,0.11709,0.12492,0.12086,0.12709,0.12618,0.13074,0.12295
5477.0,0.12781,0.1192,0.1248,0.12201,0.12598,0.12636,0.13098,0.12285
5922.0,0.08981,0.13993,0.09922,0.22041,0.09967,0.1259,0.12279,0.10226
5940.0,0.08509,0.15158,0.08573,0.09359,0.20282,0.16003,0.11193,0.10922
6742.0,0.10253,0.12987,0.09508,0.15946,0.16357,0.11027,0.13851,0.10072
6748.0,0.10292,0.11976,0.09764,0.19174,0.13832,0.11197,0.13604,0.10161
6772.0,0.13788,0.1239,0.13003,0.12234,0.12296,0.11836,0.12914,0.1154
6783.0,0.08832,0.12693,0.0946,0.25181,0.09743,0.12521,0.10911,0.10658
6861.0,0.09779,0.11998,0.08252,0.1681,0.13774,0.16457,0.1409,0.0884
6937.0,0.09787,0.11849,0.10852,0.18126,0.13779,0.1377,0.10761,0.11074
6952.0,0.09819,0.11827,0.10856,0.18033,0.13843,0.13792,0.10794,0.11036
6953.0,0.09678,0.11998,0.10751,0.18147,0.13841,0.13756,0.10806,0.11023
6954.0,0.09829,0.11623,0.10951,0.18245,0.13778,0.13759,0.10795,0.11019
6972.0,0.12222,0.09878,0.13484,0.1396,0.13905,0.12713,0.13601,0.10238
7792.0,0.09294,0.13387,0.09743,0.14073,0.14511,0.15153,0.12485,0.11355
7793.0,0.09159,0.1332,0.09858,0.14086,0.14586,0.15115,0.12558,0.11318
7794.0,0.09204,0.13337,0.09849,0.14004,0.14787,0.14988,0.12491,0.11339
7795.0,0.09243,0.13332,0.09799,0.14037,0.14664,0.15057,0.12519,0.1135
7796.0,0.09244,0.13328,0.09811,0.14082,0.14517,0.15187,0.12494,0.11336
7989.0,0.18055,0.0952,0.14913,0.09799,0.08882,0.13565,0.11167,0.14099
7990.0,0.18138,0.09259,0.15074,0.10376,0.08762,0.13643,0.10969,0.1378
7991.0,0.1734,0.09515,0.15455,0.09164,0.10255,0.13112,0.11198,0.13962
7992.0,0.17421,0.09391,0.15489,0.10259,0.08567,0.13816,0.1114,0.13918
8036.0,0.10629,0.21603,0.09965,0.08275,0.20246,0.09669,0.10075,0.09539
8072.0,0.11348,0.13408,0.10203,0.12095,0.20754,0.09812,0.11519,0.1086
8264.0,0.0917,0.05641,0.14828,0.0586,0.42501,0.04694,0.08809,0.08497
8265.0,0.09292,0.05645,0.15145,0.05951,0.41801,0.04747,0.08836,0.08582
8266.0,0.09066,0.0559,0.15304,0.0603,0.41938,0.04703,0.08843,0.08527
8643.0,0.10723,0.0411,0.15409,0.06076,0.41336,0.0573,0.08217,0.08399
