fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2413.0,0.09645,0.11514,0.11066,0.15894,0.17516,0.1158,0.12232,0.10554
2724.0,0.09149,0.1051,0.14109,0.16717,0.15824,0.12289,0.10747,0.10655
2729.0,0.07595,0.1153,0.10343,0.3096,0.10259,0.09385,0.10062,0.09866
2731.0,0.08784,0.10078,0.10882,0.11056,0.26772,0.11614,0.10582,0.10234
2733.0,0.07937,0.11647,0.11098,0.19895,0.17233,0.11071,0.10496,0.10624
2755.0,0.09918,0.1157,0.10661,0.1271,0.20651,0.12895,0.11098,0.10496
2761.0,0.08523,0.1238,0.11226,0.17025,0.16976,0.11304,0.12455,0.1011
2762.0,0.08611,0.12206,0.11243,0.16994,0.16969,0.11392,0.12467,0.10118
2771.0,0.09012,0.11987,0.08639,0.20214,0.17638,0.10041,0.10905,0.11565
2777.0,0.10037,0.08947,0.1162,0.21603,0.13355,0.10874,0.1333,0.10234
2813.0,0.09467,0.12288,0.11868,0.17927,0.1561,0.12153,0.10513,0.10173
2815.0,0.07397,0.17389,0.10732,0.22062,0.11407,0.11056,0.1041,0.09546
2816.0,0.07637,0.13632,0.1165,0.29635,0.10463,0.08685,0.08786,0.09513
2818.0,0.07568,0.13746,0.11629,0.29619,0.10479,0.08682,0.0875,0.09526
2828.0,0.07537,0.13757,0.11662,0.29705,0.10402,0.08696,0.08723,0.09519
2842.0,0.08376,0.11517,0.12361,0.25132,0.13058,0.10215,0.09182,0.10158
2843.0,0.08143,0.11628,0.12589,0.25072,0.1308,0.1021,0.0911,0.10168
2844.0,0.08571,0.11497,0.12404,0.21739,0.14866,0.10868,0.09624,0.10431
2906.0,0.07135,0.12184,0.11795,0.28421,0.07833,0.09948,0.13241,0.09444
2908.0,0.06637,0.05545,0.09003,0.39399,0.12217,0.05766,0.13318,0.08115
2911.0,0.09683,0.14898,0.10387,0.20899,0.11132,0.09438,0.13887,0.09676
2912.0,0.10769,0.13059,0.08698,0.19583,0.13055,0.11123,0.13939,0.09774
2915.0,0.09059,0.1473,0.09289,0.25923,0.08388,0.1007,0.13143,0.09399
2926.0,0.10487,0.09582,0.10766,0.15759,0.19603,0.10808,0.12239,0.10756
2927.0,0.09212,0.10796,0.11349,0.16388,0.19896,0.10204,0.11534,0.10621
2928.0,0.09457,0.09016,0.12278,0.17056,0.1815,0.11704,0.11773,0.10566
2931.0,0.08627,0.19958,0.07332,0.21929,0.07422,0.11787,0.13286,0.09659
2936.0,0.08026,0.12731,0.10591,0.30536,0.07503,0.10948,0.11236,0.0843
2937.0,0.07542,0.14388,0.09646,0.30674,0.07813,0.10299,0.10431,0.09206
2938.0,0.08395,0.13868,0.08892,0.30601,0.07933,0.1053,0.10715,0.09068
2943.0,0.08859,0.0911,0.12176,0.28421,0.09471,0.10047,0.12403,0.09514
2944.0,0.08031,0.1083,0.10882,0.2726,0.08833,0.10703,0.14514,0.08946
2945.0,0.09682,0.08943,0.12394,0.26182,0.10009,0.10446,0.13302,0.09043
2949.0,0.11245,0.11449,0.09172,0.23753,0.11325,0.1005,0.1341,0.09595
2959.0,0.11667,0.0983,0.0889,0.21144,0.13006,0.11925,0.139,0.09638
2960.0,0.10123,0.1141,0.10647,0.24607,0.09457,0.10778,0.13784,0.09195
2989.0,0.11998,0.0682,0.13093,0.22184,0.14819,0.09745,0.11845,0.09496
2999.0,0.09269,0.14606,0.08517,0.23136,0.11986,0.11594,0.11264,0.09629
3006.0,0.09995,0.16178,0.07457,0.21505,0.13677,0.10656,0.10657,0.09876
3024.0,0.1043,0.14035,0.09008,0.17115,0.12507,0.13332,0.12683,0.10891
3078.0,0.10997,0.1056,0.10699,0.12312,0.18622,0.13956,0.11852,0.11001
3081.0,0.08251,0.11087,0.12317,0.18694,0.19782,0.09135,0.09425,0.11309
3087.0,0.10025,0.11445,0.12479,0.11986,0.2065,0.12278,0.10591,0.10547
3088.0,0.10018,0.11334,0.12684,0.11936,0.20503,0.12203,0.10599,0.10721
3089.0,0.0997,0.11672,0.11747,0.11914,0.20194,0.13545,0.10971,0.09986
3313.0,0.0926,0.11163,0.10353,0.19169,0.16297,0.11411,0.12174,0.10174
3314.0,0.08507,0.13481,0.1132,0.19806,0.11823,0.12988,0.11875,0.102
3315.0,0.08345,0.12762,0.11228,0.19403,0.13311,0.1241,0.12047,0.10493
3317.0,0.09317,0.13353,0.10284,0.185,0.12755,0.12245,0.13196,0.10351
3318.0,0.09644,0.11284,0.106,0.185,0.14373,0.11799,0.13548,0.10253
3319.0,0.08934,0.11827,0.10968,0.19997,0.13749,0.12418,0.12327,0.09781
3324.0,0.09749,0.07932,0.12458,0.16331,0.20771,0.10142,0.11907,0.10708
3361.0,0.10009,0.1434,0.08566,0.22315,0.12602,0.11878,0.1039,0.09899
3362.0,0.10124,0.13113,0.09837,0.21878,0.12551,0.11886,0.10669,0.09942
3363.0,0.07743,0.16248,0.09875,0.2422,0.12936,0.10059,0.09385,0.09535
3369.0,0.10073,0.08933,0.17728,0.12336,0.18744,0.10922,0.10234,0.11029
3370.0,0.10617,0.0993,0.14963,0.13036,0.16853,0.124,0.10462,0.11738
3371.0,0.11184,0.09721,0.14839,0.12639,0.17257,0.12252,0.10407,0.117
3372.0,0.11981,0.09203,0.1447,0.12948,0.15326,0.13867,0.10778,0.11427
3394.0,0.11632,0.10347,0.09576,0.23516,0.11137,0.10492,0.14201,0.09099
3395.0,0.11291,0.11212,0.08811,0.20603,0.08647,0.15336,0.14104,0.09996
3396.0,0.1151,0.10083,0.09697,0.22585,0.10277,0.12635,0.13054,0.10159
3400.0,0.08756,0.10007,0.08465,0.32425,0.11335,0.08716,0.0979,0.10506
3404.0,0.07634,0.1012,0.08782,0.36025,0.09409,0.08439,0.09568,0.10022
3405.0,0.07078,0.14096,0.08428,0.3313,0.08266,0.08719,0.08956,0.11327
3412.0,0.09778,0.08502,0.11275,0.11482,0.26397,0.10878,0.10801,0.10887
3413.0,0.07549,0.10745,0.13336,0.21505,0.1505,0.10173,0.10773,0.1087
3414.0,0.07849,0.10415,0.10841,0.3236,0.09538,0.08853,0.0927,0.10873
3421.0,0.08848,0.11614,0.10708,0.17951,0.17986,0.10769,0.1105,0.11073
3429.0,0.0871,0.13203,0.10837,0.18141,0.16516,0.11063,0.10583,0.10948
3436.0,0.08083,0.12719,0.10778,0.19305,0.15719,0.11261,0.10912,0.11223
3437.0,0.08401,0.09322,0.11016,0.1107,0.27634,0.10984,0.09825,0.11748
3438.0,0.06998,0.09865,0.11012,0.11117,0.28028,0.11628,0.09815,0.11536
3439.0,0.08932,0.09078,0.11655,0.12055,0.25844,0.11264,0.1043,0.10743
3443.0,0.08217,0.11274,0.10369,0.23201,0.10984,0.11976,0.13019,0.10961
3450.0,0.07594,0.13578,0.15444,0.23327,0.10688,0.10375,0.08398,0.10597
3460.0,0.10401,0.09032,0.04545,0.32423,0.09603,0.14359,0.10882,0.08755
3461.0,0.09844,0.11044,0.122,0.14587,0.16922,0.1351,0.10767,0.11127
3476.0,0.06964,0.07913,0.0905,0.39142,0.0819,0.09579,0.10249,0.08911
3478.0,0.0969,0.1059,0.12742,0.14716,0.1746,0.12548,0.10855,0.11399
3479.0,0.09187,0.12674,0.12858,0.15146,0.16058,0.12086,0.11011,0.1098
3501.0,0.09134,0.11369,0.10469,0.22981,0.0941,0.13586,0.1258,0.10472
3528.0,0.09737,0.10095,0.12036,0.11976,0.22592,0.11872,0.1126,0.10433
3532.0,0.09322,0.11047,0.12471,0.19803,0.13448,0.12177,0.11741,0.0999
3542.0,0.09514,0.13344,0.08661,0.21756,0.14222,0.10832,0.11944,0.09727
3566.0,0.10136,0.09249,0.14629,0.16007,0.14978,0.12468,0.11701,0.10833
3573.0,0.09974,0.09613,0.10772,0.23791,0.12206,0.1045,0.13,0.10194
3574.0,0.09605,0.11016,0.10104,0.21303,0.12667,0.11368,0.13467,0.1047
3584.0,0.08306,0.1184,0.11899,0.20239,0.14272,0.11497,0.10667,0.1128
3585.0,0.09475,0.11563,0.11401,0.1877,0.14134,0.11131,0.10581,0.12945
3586.0,0.08513,0.11857,0.1152,0.19203,0.15039,0.10868,0.10198,0.12801
3587.0,0.09612,0.11563,0.10584,0.17665,0.16545,0.11328,0.10953,0.1175
3594.0,0.09276,0.09066,0.14155,0.13317,0.20755,0.12795,0.10428,0.10207
3596.0,0.11016,0.15649,0.10341,0.10845,0.18096,0.11848,0.11525,0.1068
3617.0,0.09645,0.09223,0.10846,0.21241,0.15094,0.10648,0.11158,0.12146
3618.0,0.10247,0.15325,0.16016,0.12703,0.11041,0.11923,0.11393,0.11353
3619.0,0.1077,0.11451,0.13464,0.17491,0.12756,0.12249,0.11471,0.10347
3620.0,0.11364,0.11801,0.10723,0.18254,0.12507,0.12233,0.13187,0.09931
3689.0,0.08964,0.11311,0.10471,0.23366,0.1188,0.11135,0.13617,0.09255
3702.0,0.09897,0.19527,0.11551,0.15448,0.09018,0.12927,0.12468,0.09164
3711.0,0.09689,0.11318,0.10562,0.21177,0.12328,0.11464,0.13308,0.10154
3712.0,0.09494,0.13974,0.12476,0.133,0.17119,0.12425,0.09892,0.1132
3714.0,0.10556,0.10893,0.08897,0.30454,0.07662,0.10446,0.11197,0.09894
3715.0,0.07565,0.13877,0.1168,0.17267,0.15162,0.12709,0.11296,0.10444
3716.0,0.09318,0.10551,0.11861,0.15471,0.1778,0.10044,0.1441,0.10565
3719.0,0.10957,0.15114,0.14778,0.14666,0.09917,0.13541,0.10705,0.10322
3721.0,0.08366,0.11758,0.11168,0.25043,0.11338,0.10031,0.12328,0.09967
3722.0,0.11065,0.11057,0.10841,0.16484,0.15645,0.12082,0.1221,0.10616
3746.0,0.11215,0.10816,0.09838,0.16984,0.15543,0.12386,0.12401,0.10818
3747.0,0.08649,0.13427,0.10742,0.25507,0.0754,0.11638,0.13182,0.09315
3750.0,0.10752,0.11251,0.09845,0.17518,0.13386,0.13517,0.12604,0.11128
3753.0,0.08931,0.1141,0.12211,0.23717,0.11405,0.10086,0.13565,0.08675
3790.0,0.10565,0.13439,0.11591,0.17805,0.11046,0.12259,0.1285,0.10444
3791.0,0.09333,0.15355,0.11946,0.17232,0.12157,0.11882,0.12009,0.10086
3792.0,0.10037,0.15373,0.12007,0.15657,0.1336,0.11313,0.12108,0.10145
3920.0,0.08633,0.10923,0.12441,0.22022,0.11028,0.12163,0.12963,0.09827
3932.0,0.09357,0.11031,0.11877,0.20961,0.10877,0.12258,0.13312,0.10326
3938.0,0.08583,0.14163,0.10682,0.20753,0.12309,0.10867,0.12968,0.09676
3944.0,0.0796,0.14307,0.10497,0.22454,0.10775,0.12159,0.1253,0.09318
3946.0,0.11021,0.10595,0.08162,0.20458,0.13363,0.13502,0.13081,0.09817
3957.0,0.11378,0.10968,0.07574,0.19433,0.09772,0.16612,0.13406,0.10857
4068.0,0.10469,0.11563,0.09638,0.16705,0.16655,0.11429,0.128,0.1074
4069.0,0.08829,0.14508,0.09592,0.16913,0.13109,0.1352,0.12144,0.11385
4071.0,0.08771,0.1119,0.12392,0.19777,0.12268,0.12601,0.12479,0.10523
4072.0,0.09641,0.11973,0.10268,0.16373,0.16919,0.11398,0.13281,0.10148
4266.0,0.10389,0.09344,0.11598,0.19996,0.13211,0.11678,0.12539,0.11246
4267.0,0.09463,0.09409,0.11204,0.21461,0.15032,0.10217,0.1269,0.10522
4268.0,0.09156,0.12378,0.0902,0.206,0.13077,0.12947,0.11748,0.11074
