fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2708.0,0.12493,0.1245,0.12505,0.12554,0.12536,0.12487,0.12481,0.12495
2801.0,0.12448,0.12532,0.12462,0.12598,0.12458,0.12545,0.12461,0.12495
2805.0,0.12449,0.12533,0.1246,0.12597,0.12458,0.12546,0.12462,0.12495
2899.0,0.1249,0.12461,0.12476,0.12534,0.12567,0.12497,0.12487,0.12488
2914.0,0.1249,0.12461,0.12476,0.12533,0.12568,0.12497,0.12486,0.12488
2918.0,0.12491,0.1246,0.12477,0.12533,0.12569,0.12496,0.12486,0.12488
2951.0,0.12495,0.12468,0.12472,0.1254,0.12548,0.12502,0.12483,0.12492
2952.0,0.1249,0.1246,0.12477,0.12533,0.12568,0.12496,0.12486,0.12489
3449.0,0.12489,0.12445,0.1252,0.12551,0.12551,0.12461,0.12489,0.12495
3463.0,0.12488,0.12445,0.1252,0.12551,0.12551,0.12461,0.12489,0.12494
3480.0,0.12489,0.12445,0.1252,0.12551,0.1255,0.12462,0.12489,0.12495
3481.0,0.12489,0.12444,0.12519,0.1255,0.12553,0.12462,0.12489,0.12495
3566.0,0.12488,0.12473,0.12483,0.12516,0.12548,0.12517,0.1248,0.12494
3569.0,0.12477,0.12479,0.12474,0.12552,0.12559,0.12477,0.12483,0.125
3595.0,0.12454,0.12509,0.12477,0.12514,0.12534,0.1253,0.12493,0.12489
3597.0,0.12485,0.12489,0.12457,0.12571,0.12552,0.12474,0.12488,0.12484
3613.0,0.12488,0.12474,0.12482,0.12516,0.12548,0.12518,0.1248,0.12494
3621.0,0.12497,0.12454,0.12511,0.12525,0.12542,0.12487,0.12489,0.12494
3693.0,0.12463,0.12502,0.12495,0.12543,0.12539,0.12482,0.12481,0.12496
3704.0,0.12464,0.12502,0.12494,0.1254,0.12542,0.12481,0.12481,0.12496
3720.0,0.12474,0.12459,0.12502,0.12526,0.1257,0.12501,0.12482,0.12486
3799.0,0.125,0.12446,0.12526,0.12525,0.12563,0.12475,0.12496,0.12468
3800.0,0.125,0.12448,0.12525,0.12526,0.1256,0.12477,0.12496,0.12468
3801.0,0.125,0.12447,0.12528,0.12528,0.12559,0.12476,0.12495,0.12468
3802.0,0.12506,0.12406,0.1254,0.12525,0.12586,0.12467,0.12496,0.12474
3803.0,0.12499,0.12448,0.12526,0.12526,0.12562,0.12476,0.12496,0.12467
3805.0,0.12501,0.12451,0.12524,0.12523,0.12555,0.12478,0.12496,0.12471
3806.0,0.12499,0.12452,0.12524,0.12524,0.12554,0.12478,0.12497,0.12471
3807.0,0.12498,0.12454,0.12525,0.12526,0.1255,0.1248,0.12496,0.12471
3808.0,0.12503,0.12417,0.12537,0.12525,0.12576,0.12469,0.12495,0.12477
3809.0,0.125,0.12453,0.12524,0.12523,0.12552,0.1248,0.12497,0.12472
3810.0,0.12499,0.12458,0.12522,0.12521,0.12547,0.1248,0.12497,0.12475
3811.0,0.125,0.12457,0.12523,0.12522,0.12545,0.12482,0.12497,0.12474
3812.0,0.12499,0.12458,0.12524,0.12522,0.12546,0.12479,0.12497,0.12475
3813.0,0.12504,0.12426,0.12532,0.12521,0.12565,0.12475,0.12497,0.1248
3815.0,0.125,0.12457,0.12522,0.12521,0.12546,0.12482,0.12497,0.12475
3816.0,0.125,0.12468,0.12515,0.12514,0.12536,0.12487,0.12498,0.12482
3817.0,0.125,0.12468,0.12514,0.12513,0.12537,0.12487,0.12499,0.12482
3818.0,0.125,0.12469,0.12515,0.12514,0.12535,0.12486,0.12498,0.12483
3819.0,0.12503,0.12447,0.12522,0.12514,0.12549,0.12481,0.12498,0.12485
3820.0,0.12501,0.12469,0.12514,0.12514,0.12536,0.12487,0.12498,0.12482
3930.0,0.12468,0.1247,0.12489,0.12557,0.12552,0.12488,0.12491,0.12486
3936.0,0.12468,0.1247,0.12489,0.12556,0.12552,0.12487,0.12491,0.12486
3971.0,0.12468,0.12509,0.1247,0.12503,0.1259,0.12471,0.12507,0.12482
3972.0,0.12466,0.12511,0.12467,0.12502,0.12591,0.12471,0.12508,0.12482
3975.0,0.12468,0.1251,0.12469,0.12503,0.1259,0.12471,0.12507,0.12482
4074.0,0.12477,0.12475,0.12481,0.12499,0.12585,0.12497,0.12507,0.12479
4075.0,0.12477,0.12475,0.1248,0.12498,0.12587,0.12496,0.12507,0.1248
4077.0,0.12477,0.12475,0.1248,0.12498,0.12586,0.12496,0.12507,0.1248
4128.0,0.12467,0.12489,0.12479,0.12527,0.12558,0.12506,0.12493,0.12482
4129.0,0.12466,0.12489,0.12483,0.12527,0.12558,0.12503,0.12493,0.12481
4130.0,0.12467,0.12492,0.12479,0.12526,0.12556,0.12506,0.12493,0.12481
4131.0,0.12467,0.12491,0.12479,0.12527,0.12557,0.12505,0.12493,0.12481
4132.0,0.12466,0.12491,0.1248,0.12527,0.12558,0.12504,0.12493,0.12481
4133.0,0.12467,0.12489,0.12481,0.12528,0.12558,0.12504,0.12492,0.12481
4134.0,0.12467,0.1249,0.1248,0.12527,0.12557,0.12505,0.12493,0.12481
4301.0,0.12478,0.12476,0.12482,0.12626,0.12506,0.12459,0.1249,0.12484
4366.0,0.12482,0.12459,0.12477,0.1252,0.12588,0.125,0.12487,0.12487
4367.0,0.12481,0.1246,0.12478,0.12519,0.12588,0.12499,0.12488,0.12487
4368.0,0.12482,0.1246,0.12476,0.1252,0.12587,0.125,0.12487,0.12487
4369.0,0.12482,0.12458,0.12478,0.12521,0.12587,0.12501,0.12487,0.12487
4370.0,0.12481,0.12459,0.12479,0.12519,0.12586,0.12501,0.12488,0.12486
4371.0,0.12483,0.12459,0.12477,0.12518,0.12589,0.12501,0.12487,0.12486
4372.0,0.12486,0.12451,0.12483,0.12516,0.12586,0.12504,0.12487,0.12487
4373.0,0.12485,0.12452,0.12483,0.12517,0.12586,0.12503,0.12487,0.12487
4375.0,0.12485,0.12452,0.12484,0.12516,0.12584,0.12504,0.12488,0.12487
4376.0,0.12489,0.12448,0.12486,0.12511,0.12583,0.12509,0.12488,0.12487
4377.0,0.1249,0.12446,0.12485,0.1251,0.12585,0.12509,0.12488,0.12487
4378.0,0.12491,0.12446,0.12483,0.12513,0.12581,0.1251,0.12487,0.12487
4379.0,0.12492,0.12445,0.1249,0.12506,0.12581,0.12509,0.12489,0.12487
4380.0,0.12494,0.12442,0.1249,0.12506,0.12579,0.12512,0.12489,0.12487
4381.0,0.12493,0.12443,0.1249,0.12507,0.1258,0.12511,0.12489,0.12487
4382.0,0.12496,0.12439,0.12495,0.125,0.12581,0.12511,0.12492,0.12486
4383.0,0.12496,0.12439,0.12496,0.12502,0.12578,0.12512,0.12491,0.12486
4385.0,0.12496,0.12443,0.1249,0.12501,0.12579,0.12513,0.12491,0.12488
4386.0,0.12498,0.12439,0.12497,0.12498,0.12577,0.12512,0.12493,0.12488
4387.0,0.12499,0.1244,0.12495,0.12497,0.12577,0.12512,0.12492,0.12488
4388.0,0.125,0.12438,0.12494,0.12497,0.12579,0.12512,0.12492,0.12489
4389.0,0.12501,0.12443,0.12498,0.12494,0.1257,0.12511,0.12495,0.12488
4390.0,0.12502,0.12444,0.12496,0.12494,0.12568,0.12513,0.12494,0.12488
4391.0,0.12501,0.12442,0.12499,0.12495,0.12568,0.12513,0.12495,0.12487
4399.0,0.12481,0.12459,0.12479,0.1252,0.12588,0.125,0.12487,0.12486
4400.0,0.1248,0.1246,0.12478,0.12521,0.12588,0.12499,0.12487,0.12486
4401.0,0.1248,0.12458,0.1248,0.12523,0.12586,0.125,0.12487,0.12486
4402.0,0.12481,0.12457,0.1248,0.1252,0.1259,0.12498,0.12487,0.12486
4403.0,0.12482,0.12457,0.12479,0.12521,0.12585,0.12502,0.12487,0.12487
4404.0,0.12482,0.12459,0.12478,0.1252,0.12587,0.12501,0.12487,0.12486
4405.0,0.12481,0.12458,0.12479,0.12521,0.12586,0.12501,0.12488,0.12487
4406.0,0.12483,0.12457,0.12478,0.12521,0.12585,0.12502,0.12487,0.12487
4407.0,0.12486,0.12452,0.12483,0.12516,0.12584,0.12505,0.12488,0.12487
4408.0,0.12485,0.12452,0.12484,0.12516,0.12586,0.12503,0.12487,0.12486
4409.0,0.12485,0.12453,0.12482,0.12517,0.12587,0.12503,0.12487,0.12486
4410.0,0.12487,0.12452,0.1248,0.12515,0.12587,0.12505,0.12487,0.12487
4411.0,0.1249,0.1245,0.12483,0.12512,0.1258,0.1251,0.12488,0.12487
4412.0,0.12489,0.12448,0.12484,0.12512,0.12581,0.1251,0.12488,0.12487
4414.0,0.12489,0.12446,0.12487,0.12512,0.12583,0.12508,0.12488,0.12486
4415.0,0.12489,0.12448,0.12485,0.12512,0.12581,0.12509,0.12488,0.12487
4416.0,0.12493,0.12444,0.12489,0.12505,0.12582,0.1251,0.12489,0.12487
4417.0,0.12493,0.12443,0.12491,0.12506,0.12583,0.12509,0.12489,0.12487
4418.0,0.12492,0.12442,0.12494,0.12506,0.12581,0.1251,0.1249,0.12486
4419.0,0.12493,0.12442,0.12491,0.12506,0.12581,0.12511,0.1249,0.12487
4420.0,0.12497,0.12442,0.12492,0.125,0.12579,0.12512,0.1249,0.12487
4421.0,0.12497,0.1244,0.12493,0.125,0.12581,0.12513,0.12491,0.12486
4422.0,0.12497,0.12441,0.12492,0.12498,0.12581,0.12513,0.12492,0.12487
4424.0,0.12496,0.12442,0.12492,0.12501,0.12578,0.12513,0.12491,0.12487
4425.0,0.125,0.12437,0.12498,0.12499,0.12574,0.12513,0.12492,0.12487
4426.0,0.12499,0.12439,0.12495,0.12496,0.12579,0.12512,0.12492,0.12487
4427.0,0.12498,0.1244,0.12496,0.12499,0.12578,0.12511,0.12492,0.12488
4428.0,0.12499,0.1244,0.12496,0.12498,0.12575,0.12514,0.12492,0.12487
4429.0,0.12501,0.12443,0.12498,0.12493,0.1257,0.12512,0.12495,0.12489
4430.0,0.12501,0.12443,0.12497,0.12493,0.1257,0.12511,0.12495,0.12489
4431.0,0.12501,0.1244,0.12499,0.12494,0.12572,0.12511,0.12495,0.12488
