fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3931.0,0.12491,0.12439,0.12476,0.12616,0.12501,0.12477,0.12502,0.12497
3937.0,0.12492,0.12439,0.12476,0.12612,0.12505,0.12477,0.12503,0.12497
3941.0,0.12491,0.12439,0.12476,0.12615,0.12502,0.12476,0.12503,0.12498
3945.0,0.12488,0.12441,0.12475,0.12621,0.12493,0.12478,0.12502,0.12501
3956.0,0.12494,0.12433,0.12478,0.12603,0.12518,0.12478,0.12503,0.12493
4495.0,0.12469,0.12488,0.12471,0.12591,0.12529,0.12478,0.12484,0.12488
4496.0,0.12469,0.12487,0.12472,0.12592,0.12529,0.12478,0.12484,0.12488
4497.0,0.12469,0.12488,0.12472,0.12592,0.12528,0.12479,0.12484,0.12488
4539.0,0.12526,0.12626,0.12341,0.12472,0.12443,0.12598,0.1253,0.12464
4540.0,0.12526,0.12627,0.12341,0.12473,0.12443,0.12598,0.12529,0.12464
4541.0,0.12527,0.12626,0.1234,0.12472,0.12444,0.12598,0.12529,0.12464
4542.0,0.12527,0.12626,0.12339,0.12472,0.12441,0.12601,0.12531,0.12463
4543.0,0.12525,0.12627,0.1234,0.1247,0.12445,0.12598,0.12531,0.12464
4658.0,0.12525,0.12627,0.12341,0.1247,0.12446,0.12597,0.12531,0.12464
4713.0,0.12505,0.12458,0.12516,0.12512,0.12523,0.1247,0.12503,0.12513
5039.0,0.12521,0.12526,0.12471,0.1256,0.12417,0.1252,0.12512,0.12473
5041.0,0.12542,0.12571,0.12401,0.12536,0.12473,0.12484,0.12509,0.12484
5042.0,0.1252,0.12527,0.12471,0.12561,0.12417,0.12519,0.12512,0.12474
5050.0,0.1252,0.12526,0.12472,0.12561,0.12417,0.12519,0.12511,0.12473
5056.0,0.12504,0.12501,0.12485,0.12569,0.12442,0.12513,0.12513,0.12474
5252.0,0.12478,0.12477,0.12474,0.12605,0.12428,0.1256,0.1248,0.12499
5476.0,0.12505,0.12504,0.12488,0.12495,0.12514,0.12497,0.12498,0.12499
5477.0,0.12505,0.12502,0.12489,0.12496,0.12513,0.12497,0.12498,0.12499
5922.0,0.12479,0.12491,0.12505,0.12642,0.12436,0.12491,0.12489,0.12468
5940.0,0.12464,0.12491,0.12483,0.12545,0.12534,0.12528,0.12492,0.12462
6742.0,0.12469,0.12499,0.12496,0.12542,0.12494,0.12531,0.12499,0.1247
6772.0,0.12498,0.12468,0.12484,0.1251,0.12568,0.12483,0.12512,0.12478
6783.0,0.1248,0.12477,0.12496,0.12615,0.12493,0.12464,0.12486,0.12488
6861.0,0.12476,0.12391,0.12501,0.12494,0.12573,0.12565,0.12523,0.12477
6937.0,0.12465,0.12474,0.12502,0.12544,0.12522,0.12515,0.12494,0.12484
6952.0,0.12468,0.1247,0.12498,0.12537,0.1253,0.12516,0.12496,0.12485
6953.0,0.12468,0.12472,0.12504,0.12546,0.12522,0.12514,0.12491,0.12483
6954.0,0.12468,0.12471,0.12498,0.12537,0.12531,0.12516,0.12495,0.12485
6972.0,0.12492,0.1243,0.12553,0.12485,0.12578,0.12463,0.12538,0.12462
7792.0,0.12524,0.12294,0.12675,0.12577,0.12432,0.12536,0.12504,0.12457
7793.0,0.12491,0.12502,0.12479,0.12516,0.12493,0.12541,0.1252,0.12459
7794.0,0.12467,0.12499,0.1251,0.12573,0.12521,0.12461,0.125,0.12468
7795.0,0.1231,0.12569,0.12492,0.12622,0.12511,0.12479,0.12516,0.12501
7796.0,0.12498,0.125,0.125,0.125,0.12499,0.12497,0.12508,0.12498
7989.0,0.12513,0.12535,0.12474,0.12426,0.12504,0.1252,0.12518,0.1251
7991.0,0.12495,0.12616,0.12521,0.12453,0.12417,0.12483,0.12515,0.125
7992.0,0.12325,0.12594,0.12848,0.12446,0.12456,0.12406,0.12583,0.12342
8036.0,0.12513,0.12588,0.12485,0.12591,0.12401,0.12479,0.12474,0.12467
8072.0,0.12516,0.12513,0.12531,0.12289,0.12797,0.12413,0.12523,0.12417
8264.0,0.12202,0.11846,0.12838,0.12062,0.13994,0.11745,0.12515,0.12798
8265.0,0.12485,0.12459,0.12462,0.12713,0.12235,0.12669,0.12435,0.12543
8266.0,0.12463,0.12797,0.12388,0.12973,0.11572,0.12788,0.12403,0.12616
8643.0,0.12567,0.12611,0.12355,0.12111,0.12901,0.12476,0.12566,0.12412
8644.0,0.12476,0.12518,0.12499,0.12378,0.12533,0.12648,0.1253,0.12419
8645.0,0.12478,0.12489,0.12502,0.12495,0.12511,0.12527,0.12471,0.12527
8646.0,0.12401,0.12526,0.1265,0.1262,0.12268,0.12571,0.12509,0.12453
8649.0,0.12663,0.12109,0.12672,0.12455,0.12675,0.12511,0.12526,0.12388
9069.0,0.12501,0.12503,0.12503,0.12498,0.125,0.125,0.12494,0.12501
9074.0,0.12516,0.12489,0.12507,0.12496,0.12504,0.12508,0.12484,0.12497
9124.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9128.0,0.12525,0.1251,0.12499,0.12501,0.1249,0.12491,0.12515,0.12468
9139.0,0.12509,0.12488,0.12506,0.12504,0.12493,0.12507,0.12522,0.12471
9171.0,0.12473,0.12493,0.12498,0.12522,0.12511,0.12509,0.12501,0.12494
9172.0,0.12475,0.12493,0.12508,0.12473,0.12487,0.12532,0.12531,0.12501
9509.0,0.12489,0.12501,0.12504,0.12509,0.12511,0.12511,0.12478,0.12498
9542.0,0.12485,0.12191,0.12557,0.12706,0.1234,0.1268,0.12467,0.12574
9544.0,0.12489,0.12498,0.12505,0.125,0.1251,0.1251,0.1249,0.12498
