fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2724.0,0.12485,0.1245,0.12497,0.12579,0.12532,0.12487,0.12479,0.12492
2729.0,0.12498,0.12443,0.12477,0.12634,0.12491,0.12471,0.12488,0.12498
2731.0,0.12466,0.12484,0.12493,0.1253,0.12551,0.12505,0.12485,0.12487
2733.0,0.12471,0.1247,0.12487,0.12559,0.12546,0.12494,0.1249,0.12483
2755.0,0.12422,0.12492,0.12553,0.12607,0.12486,0.12483,0.12504,0.12454
2761.0,0.12482,0.12459,0.12472,0.12573,0.12559,0.12467,0.12506,0.12482
2762.0,0.12482,0.12459,0.12472,0.12574,0.12557,0.12468,0.12506,0.12482
2771.0,0.12481,0.1246,0.12472,0.12574,0.12558,0.12467,0.12506,0.12482
2900.0,0.12474,0.12476,0.12498,0.12507,0.12589,0.12492,0.12499,0.12466
2901.0,0.12474,0.12476,0.12498,0.12508,0.12587,0.12492,0.12499,0.12467
2902.0,0.12474,0.12475,0.12498,0.12508,0.12588,0.12492,0.12499,0.12466
2926.0,0.12474,0.12475,0.12498,0.12507,0.12588,0.12492,0.12499,0.12466
2927.0,0.12469,0.12489,0.12493,0.12514,0.12569,0.12496,0.12504,0.12467
2928.0,0.12474,0.12476,0.12497,0.12507,0.12589,0.12492,0.12499,0.12467
2960.0,0.12493,0.12443,0.12475,0.12625,0.12496,0.12474,0.12497,0.12496
2961.0,0.12493,0.12444,0.12475,0.12626,0.12496,0.12474,0.12497,0.12496
2962.0,0.12493,0.1247,0.12446,0.12627,0.12491,0.1248,0.12489,0.12505
2963.0,0.12494,0.12443,0.12476,0.12624,0.12497,0.12474,0.12497,0.12496
2995.0,0.12475,0.12483,0.12492,0.12506,0.1258,0.12482,0.125,0.12484
2996.0,0.12474,0.12483,0.12492,0.12508,0.1258,0.1248,0.12499,0.12484
2997.0,0.12474,0.12484,0.12492,0.12508,0.12576,0.12482,0.125,0.12484
2998.0,0.12476,0.12488,0.12478,0.12501,0.12581,0.1249,0.12497,0.12489
3000.0,0.12475,0.12483,0.12493,0.12508,0.12577,0.12482,0.12499,0.12483
3067.0,0.12488,0.12461,0.12502,0.12536,0.12542,0.12497,0.12488,0.12486
3069.0,0.12488,0.12462,0.12502,0.12536,0.12542,0.12497,0.12488,0.12486
3070.0,0.12487,0.12462,0.12502,0.12536,0.12542,0.12497,0.12488,0.12486
3071.0,0.12489,0.12462,0.12497,0.12535,0.12542,0.12498,0.12487,0.1249
3072.0,0.12488,0.12461,0.12503,0.12536,0.12542,0.12497,0.12488,0.12486
3450.0,0.12541,0.12387,0.12478,0.12477,0.12558,0.12578,0.12498,0.12483
3461.0,0.12541,0.12386,0.1248,0.1248,0.12556,0.12577,0.12498,0.12482
3478.0,0.1254,0.12386,0.12481,0.12478,0.12557,0.12577,0.12498,0.12483
3479.0,0.12541,0.12385,0.12481,0.1248,0.12556,0.12577,0.12498,0.12482
3528.0,0.12484,0.12466,0.12484,0.12537,0.1254,0.12521,0.12484,0.12485
3566.0,0.12488,0.12473,0.12483,0.12516,0.12548,0.12517,0.1248,0.12494
3596.0,0.12494,0.12496,0.12503,0.12474,0.12603,0.12475,0.12479,0.12476
3606.0,0.12476,0.12471,0.12496,0.12515,0.12589,0.12483,0.12493,0.12477
3607.0,0.12515,0.12423,0.12482,0.12622,0.12492,0.12486,0.12493,0.12488
3608.0,0.12515,0.12423,0.12482,0.12622,0.12491,0.12487,0.12493,0.12487
3613.0,0.12488,0.12474,0.12482,0.12516,0.12548,0.12518,0.1248,0.12494
3616.0,0.12472,0.12475,0.1248,0.12542,0.12573,0.12487,0.12489,0.12481
3618.0,0.12533,0.1234,0.12717,0.12451,0.12544,0.12495,0.12411,0.12509
