fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3257.0,0.12487,0.12479,0.12491,0.12584,0.12502,0.12473,0.125,0.12483
3258.0,0.12487,0.12479,0.1249,0.12584,0.12501,0.12474,0.12501,0.12483
3259.0,0.12487,0.12479,0.1249,0.12584,0.12502,0.12474,0.12501,0.12483
3260.0,0.12487,0.12478,0.12491,0.12585,0.12502,0.12474,0.125,0.12483
3261.0,0.12487,0.12478,0.12491,0.12584,0.12502,0.12473,0.125,0.12484
3263.0,0.12487,0.12478,0.1249,0.12584,0.12502,0.12474,0.125,0.12483
3931.0,0.12481,0.12498,0.12489,0.12578,0.12496,0.12476,0.12497,0.12485
3937.0,0.1248,0.125,0.12489,0.12579,0.12494,0.12477,0.12497,0.12485
3941.0,0.12481,0.12498,0.12489,0.12578,0.12496,0.12476,0.12497,0.12486
3945.0,0.12479,0.12501,0.12488,0.1258,0.12493,0.12477,0.12496,0.12486
3956.0,0.1248,0.12499,0.12488,0.12579,0.12493,0.12477,0.12496,0.12486
4495.0,0.12453,0.12505,0.12489,0.12608,0.12462,0.12486,0.12501,0.12495
4496.0,0.12453,0.12507,0.12488,0.12608,0.12463,0.12485,0.12501,0.12495
4497.0,0.12454,0.12506,0.12489,0.12607,0.12464,0.12486,0.12501,0.12494
4498.0,0.12452,0.12503,0.12494,0.12612,0.12465,0.12479,0.12501,0.12494
4499.0,0.12453,0.12502,0.12494,0.12611,0.12466,0.12479,0.12501,0.12494
4500.0,0.12452,0.12503,0.12493,0.12612,0.12465,0.1248,0.12501,0.12494
4501.0,0.12451,0.12504,0.12494,0.12613,0.12464,0.1248,0.12501,0.12494
4539.0,0.12535,0.12508,0.12488,0.12526,0.12537,0.12443,0.1249,0.12473
4540.0,0.12535,0.12509,0.12488,0.12526,0.12537,0.12443,0.1249,0.12473
4541.0,0.12534,0.12508,0.12489,0.12527,0.12536,0.12443,0.1249,0.12473
4542.0,0.12534,0.1251,0.12488,0.12526,0.12536,0.12444,0.1249,0.12472
4543.0,0.12534,0.12509,0.12488,0.12527,0.12536,0.12443,0.1249,0.12473
4658.0,0.12535,0.12508,0.12488,0.12527,0.12536,0.12444,0.1249,0.12472
4677.0,0.125,0.12477,0.12476,0.126,0.12488,0.12474,0.125,0.12485
4678.0,0.125,0.12477,0.12476,0.126,0.12488,0.12473,0.125,0.12486
4679.0,0.12501,0.12476,0.12476,0.12598,0.12489,0.12473,0.125,0.12486
4680.0,0.12501,0.12478,0.12475,0.12598,0.12489,0.12474,0.125,0.12486
4681.0,0.125,0.12478,0.12476,0.12602,0.12486,0.12473,0.125,0.12486
4713.0,0.12498,0.1251,0.12517,0.12467,0.12547,0.12475,0.12495,0.12491
5039.0,0.12485,0.12514,0.12472,0.12544,0.12511,0.12474,0.12517,0.12482
5041.0,0.12484,0.12514,0.12473,0.12545,0.12509,0.12475,0.12517,0.12482
5042.0,0.12483,0.12516,0.12471,0.12545,0.12509,0.12476,0.12517,0.12483
5050.0,0.12484,0.12515,0.12472,0.12545,0.1251,0.12474,0.12517,0.12483
5056.0,0.12478,0.12496,0.12479,0.12562,0.12512,0.12475,0.12513,0.12485
5252.0,0.12488,0.12521,0.12477,0.12533,0.12496,0.12491,0.1249,0.12504
5476.0,0.12513,0.12476,0.1251,0.12523,0.125,0.12484,0.12498,0.12496
5477.0,0.12515,0.12473,0.12511,0.12521,0.12501,0.12484,0.12498,0.12496
5922.0,0.12481,0.12454,0.12492,0.12582,0.12486,0.1253,0.12514,0.1246
5940.0,0.12463,0.12517,0.12492,0.12444,0.12594,0.12489,0.12505,0.12495
6742.0,0.12474,0.125,0.12459,0.12581,0.1251,0.12478,0.12513,0.12485
6748.0,0.12506,0.12425,0.12496,0.12603,0.12532,0.12443,0.12507,0.12488
6772.0,0.125,0.12514,0.12503,0.12488,0.12511,0.12492,0.12503,0.12489
6783.0,0.12465,0.12495,0.12481,0.12632,0.12436,0.12504,0.12485,0.12502
6861.0,0.12382,0.1264,0.12419,0.12601,0.12476,0.12492,0.12495,0.12495
