fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2724.0,0.12447,0.12519,0.12476,0.12567,0.12504,0.12504,0.12494,0.12489
2729.0,0.1245,0.12496,0.12493,0.12645,0.12453,0.12484,0.12499,0.12479
2731.0,0.12453,0.12523,0.12469,0.1251,0.12499,0.12546,0.12502,0.12497
2733.0,0.12465,0.12506,0.12476,0.12532,0.125,0.1253,0.12501,0.1249
2755.0,0.12493,0.12481,0.12479,0.12558,0.12498,0.12496,0.12499,0.12495
2761.0,0.12468,0.1251,0.12473,0.12558,0.12497,0.12514,0.12502,0.12478
2762.0,0.12469,0.12509,0.12474,0.12557,0.12498,0.12514,0.12501,0.12477
2771.0,0.12468,0.1251,0.12473,0.12558,0.12498,0.12514,0.12501,0.12478
2777.0,0.12478,0.1251,0.12504,0.12642,0.12371,0.12519,0.1252,0.12457
2807.0,0.12479,0.12512,0.12503,0.1264,0.12369,0.1252,0.12519,0.12458
2815.0,0.12416,0.12493,0.12517,0.12621,0.12511,0.12458,0.12515,0.1247
2816.0,0.12418,0.12488,0.12519,0.12622,0.12511,0.12457,0.12515,0.1247
2818.0,0.12387,0.12575,0.12486,0.12578,0.12509,0.12467,0.12501,0.12496
2828.0,0.12418,0.12491,0.12517,0.12617,0.12514,0.12458,0.12516,0.12469
2900.0,0.12463,0.12501,0.12483,0.12506,0.12502,0.12554,0.12505,0.12487
2901.0,0.12463,0.12502,0.12482,0.12504,0.12503,0.12554,0.12505,0.12486
2902.0,0.12463,0.12501,0.12483,0.12505,0.12503,0.12554,0.12505,0.12486
2906.0,0.12477,0.12487,0.12478,0.12556,0.12518,0.12483,0.12506,0.12495
2908.0,0.12478,0.12485,0.12479,0.1256,0.12514,0.12484,0.12506,0.12496
2915.0,0.12475,0.1249,0.12478,0.12558,0.12515,0.12483,0.12505,0.12497
2926.0,0.12462,0.12503,0.12482,0.12506,0.12502,0.12554,0.12505,0.12486
2927.0,0.12462,0.12502,0.12484,0.12506,0.12502,0.12554,0.12505,0.12486
2928.0,0.12463,0.12501,0.12483,0.12506,0.125,0.12555,0.12505,0.12486
2943.0,0.1248,0.12485,0.12478,0.12556,0.12516,0.12484,0.12506,0.12496
2944.0,0.12477,0.12487,0.12478,0.12558,0.12513,0.12485,0.12505,0.12496
2945.0,0.12478,0.12487,0.12477,0.12557,0.12515,0.12484,0.12506,0.12496
2960.0,0.12472,0.12504,0.12477,0.12588,0.12471,0.12486,0.12504,0.12497
2961.0,0.12474,0.12502,0.12477,0.12589,0.1247,0.12487,0.12504,0.12497
2962.0,0.12474,0.12502,0.12478,0.12587,0.12471,0.12487,0.12504,0.12497
