fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3931.0,0.10651,0.07042,0.09456,0.28874,0.11528,0.0955,0.11681,0.11219
3937.0,0.10764,0.07038,0.09486,0.28189,0.11962,0.09567,0.11768,0.11225
3941.0,0.10413,0.07068,0.0997,0.28245,0.11509,0.09918,0.1186,0.11018
3945.0,0.10368,0.07113,0.09354,0.29801,0.10735,0.0956,0.11605,0.11465
3956.0,0.11086,0.06782,0.09735,0.26398,0.13363,0.09708,0.11928,0.11001
4495.0,0.09314,0.10176,0.09868,0.2522,0.14998,0.09531,0.10337,0.10556
4496.0,0.09216,0.10679,0.0942,0.24658,0.14909,0.09942,0.10397,0.1078
4497.0,0.0926,0.10704,0.09441,0.24636,0.14826,0.09971,0.1039,0.10771
4539.0,0.12455,0.27536,0.02811,0.08103,0.06425,0.22189,0.12912,0.07569
4540.0,0.12466,0.27809,0.02807,0.08133,0.0642,0.22039,0.12753,0.07573
4541.0,0.12546,0.27519,0.02787,0.08118,0.06445,0.22193,0.12814,0.07578
4542.0,0.1253,0.27387,0.02747,0.08027,0.06303,0.22606,0.12875,0.07523
4543.0,0.12389,0.27754,0.02786,0.07967,0.06497,0.22146,0.12915,0.07547
4658.0,0.12338,0.27912,0.02804,0.07949,0.06585,0.21854,0.12995,0.07563
4713.0,0.12796,0.08818,0.13984,0.13549,0.14838,0.09726,0.12594,0.13694
5039.0,0.14077,0.14638,0.09392,0.19214,0.06105,0.1393,0.13038,0.09606
5041.0,0.16272,0.20591,0.05267,0.1548,0.09388,0.10289,0.12481,0.10231
5042.0,0.13956,0.14709,0.09402,0.19356,0.06076,0.13859,0.13032,0.09609
5050.0,0.13985,0.14652,0.09482,0.19397,0.06097,0.13795,0.13017,0.09575
5056.0,0.12413,0.12024,0.10723,0.21143,0.0748,0.1325,0.13275,0.09693
5252.0,0.10163,0.09181,0.11271,0.17188,0.15631,0.16541,0.10501,0.09524
5476.0,0.13017,0.12879,0.11288,0.11981,0.13944,0.12264,0.12225,0.12402
5477.0,0.13026,0.12743,0.11314,0.12102,0.1382,0.12323,0.12231,0.12442
5922.0,0.09269,0.10176,0.114,0.33829,0.06572,0.10208,0.10041,0.08505
5940.0,0.09107,0.11285,0.10599,0.17373,0.1599,0.15243,0.11425,0.08978
6742.0,0.096,0.12174,0.11852,0.17121,0.11661,0.15751,0.12159,0.09681
6772.0,0.11928,0.09355,0.10649,0.13154,0.20864,0.10541,0.13322,0.10186
6783.0,0.09877,0.09598,0.11155,0.2894,0.10937,0.08684,0.10306,0.10504
6861.0,0.09456,0.04796,0.11586,0.10909,0.20592,0.19362,0.13757,0.09541
6937.0,0.0935,0.09463,0.12667,0.18402,0.13858,0.13751,0.11454,0.11054
6952.0,0.09538,0.09221,0.12272,0.17274,0.14967,0.13914,0.11676,0.11138
6953.0,0.0952,0.0981,0.12664,0.17646,0.14565,0.13734,0.11402,0.10659
6954.0,0.09509,0.09269,0.12252,0.17311,0.15024,0.13842,0.1166,0.11133
6972.0,0.10918,0.06594,0.17733,0.10208,0.21694,0.08632,0.15705,0.08516
7792.0,0.11048,0.01741,0.36796,0.16972,0.05317,0.12207,0.09437,0.06482
7793.0,0.11398,0.12453,0.10344,0.13917,0.11605,0.1697,0.14454,0.08858
7794.0,0.09212,0.11904,0.13019,0.21457,0.14251,0.08817,0.12039,0.09303
7795.0,0.02248,0.18049,0.09745,0.27528,0.11378,0.08787,0.11782,0.10484
7796.0,0.12333,0.12499,0.12536,0.12459,0.12395,0.12166,0.13296,0.12316
7989.0,0.12081,0.16809,0.10675,0.07907,0.10333,0.13556,0.1303,0.15609
7991.0,0.09937,0.19195,0.16784,0.20452,0.02521,0.05854,0.07623,0.17634
7992.0,0.00319,0.02204,0.90511,0.01905,0.00735,0.01217,0.02868,0.00241
8036.0,0.10188,0.20372,0.11577,0.12485,0.11377,0.09362,0.1174,0.12899
8072.0,0.0691,0.06774,0.07834,0.01112,0.63904,0.03032,0.07297,0.03137
8264.0,0.0,0.0,0.00018,0.0,0.99967,0.0,1e-05,0.00013
8265.0,0.06462,0.05246,0.05386,0.39478,0.0086,0.2796,0.04337,0.1027
8266.0,0.01131,0.15988,0.00622,0.62826,1e-05,0.14898,0.007,0.03835
8643.0,0.05511,0.07788,0.01003,0.00137,0.75858,0.02664,0.05457,0.01583
8644.0,0.08488,0.11896,0.10248,0.03871,0.13431,0.33608,0.13079,0.05378
8645.0,0.10331,0.11346,0.12539,0.11856,0.13484,0.15313,0.09809,0.15322
8646.0,0.04,0.10916,0.29279,0.23115,0.01365,0.15676,0.09543,0.06105
8649.0,0.24245,0.00276,0.26096,0.04638,0.26672,0.07239,0.08131,0.02702
9069.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9074.0,0.14109,0.11431,0.13146,0.12051,0.12892,0.13278,0.10949,0.12145
9124.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9128.0,0.15106,0.13481,0.12276,0.12525,0.11477,0.11501,0.14028,0.09607
9139.0,0.13316,0.113,0.13021,0.12832,0.11722,0.13184,0.14811,0.09814
9171.0,0.10051,0.11755,0.12194,0.14788,0.1358,0.13318,0.12496,0.11818
9172.0,0.10153,0.1153,0.13148,0.09934,0.11075,0.1592,0.15815,0.12424
9509.0,0.11387,0.12512,0.12818,0.1343,0.13628,0.13608,0.10401,0.12216
9542.0,0.06036,0.00555,0.10682,0.34929,0.01868,0.28478,0.05194,0.12259
9544.0,0.11426,0.12242,0.12958,0.12494,0.13549,0.13529,0.1153,0.12271
