fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3257.0,0.10768,0.10141,0.11143,0.23525,0.1223,0.09679,0.12009,0.10506
3258.0,0.10844,0.10121,0.11111,0.23494,0.12142,0.09753,0.12052,0.10482
3259.0,0.10847,0.10111,0.11116,0.23486,0.12161,0.09746,0.12052,0.10481
3260.0,0.10807,0.10059,0.11154,0.23597,0.12154,0.0972,0.12015,0.10493
3261.0,0.10854,0.10066,0.11169,0.23464,0.12194,0.09702,0.12028,0.10523
3263.0,0.10849,0.10084,0.11115,0.2351,0.12159,0.09762,0.12028,0.10493
3931.0,0.10313,0.1084,0.1324,0.22227,0.11824,0.0909,0.12058,0.10408
3937.0,0.10286,0.12023,0.11016,0.22645,0.11537,0.10002,0.11746,0.10745
3941.0,0.10334,0.10845,0.13238,0.22286,0.11739,0.09084,0.12055,0.1042
3945.0,0.10176,0.1211,0.10935,0.22894,0.11392,0.10037,0.11711,0.10745
3956.0,0.10292,0.12013,0.10974,0.22734,0.11448,0.10027,0.1172,0.10793
4495.0,0.07988,0.12105,0.10632,0.27535,0.08585,0.1036,0.11668,0.11126
4496.0,0.07952,0.12255,0.10581,0.2743,0.08666,0.10323,0.1168,0.11114
4497.0,0.08045,0.12167,0.10607,0.27269,0.08698,0.10375,0.11714,0.11125
4498.0,0.07834,0.11812,0.10989,0.28208,0.08756,0.09784,0.11639,0.10978
4499.0,0.07936,0.11711,0.11047,0.28007,0.08817,0.09795,0.11644,0.11043
4500.0,0.0786,0.11801,0.10947,0.28202,0.08717,0.09832,0.11643,0.10998
4501.0,0.0778,0.11866,0.10985,0.28281,0.08646,0.09824,0.11618,0.11002
4539.0,0.16079,0.12948,0.11027,0.14949,0.16322,0.07711,0.11212,0.09751
4540.0,0.16012,0.13046,0.1103,0.14935,0.16283,0.07718,0.11216,0.09759
4541.0,0.15937,0.12994,0.11087,0.15088,0.16222,0.07699,0.11219,0.09755
4542.0,0.15983,0.13076,0.11024,0.14956,0.16238,0.07747,0.11233,0.09743
4543.0,0.15936,0.13033,0.11052,0.15048,0.16227,0.07717,0.11217,0.0977
4658.0,0.16054,0.12978,0.11036,0.15042,0.16139,0.07764,0.11237,0.09749
4677.0,0.11821,0.09817,0.09695,0.26145,0.10668,0.09567,0.11792,0.10495
4678.0,0.11799,0.09831,0.09713,0.26077,0.10751,0.0952,0.11777,0.10532
4679.0,0.11938,0.09765,0.09729,0.25862,0.10836,0.09518,0.11805,0.10546
4680.0,0.11873,0.09928,0.09673,0.25825,0.10779,0.09587,0.1181,0.10525
4681.0,0.11725,0.09833,0.09701,0.26427,0.10545,0.09514,0.11757,0.10498
4713.0,0.11822,0.13776,0.13974,0.09627,0.17598,0.10062,0.11776,0.11366
5039.0,0.10887,0.13696,0.09798,0.17494,0.13432,0.0996,0.14105,0.10629
5041.0,0.10836,0.13759,0.09867,0.1755,0.13212,0.10049,0.14061,0.10666
5042.0,0.10721,0.13912,0.09762,0.17549,0.13132,0.10111,0.14102,0.1071
5050.0,0.10761,0.13836,0.09842,0.17545,0.13308,0.09959,0.14075,0.10674
5056.0,0.10177,0.11768,0.10322,0.20004,0.13393,0.09966,0.1355,0.1082
5252.0,0.11271,0.1459,0.10325,0.16147,0.11978,0.1149,0.1141,0.1279
5476.0,0.13604,0.10435,0.13483,0.1503,0.12319,0.10904,0.12223,0.12001
5477.0,0.13884,0.10246,0.13502,0.14675,0.12698,0.1082,0.12247,0.11928
5922.0,0.10461,0.07673,0.11277,0.23293,0.10717,0.14853,0.1322,0.08505
