fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2724.0,0.10545,0.07972,0.11636,0.22472,0.15364,0.10789,0.10071,0.1115
2729.0,0.11139,0.06936,0.09245,0.32441,0.1032,0.08847,0.10088,0.10984
2731.0,0.09272,0.10729,0.11526,0.15577,0.18308,0.12766,0.10814,0.11009
2733.0,0.09612,0.09499,0.10868,0.19293,0.17502,0.11491,0.11171,0.10564
2755.0,0.06043,0.10585,0.17232,0.26574,0.10162,0.09867,0.11732,0.07804
2761.0,0.10219,0.08491,0.09478,0.21206,0.18878,0.09073,0.124,0.10255
2762.0,0.1021,0.08544,0.09477,0.2132,0.1871,0.09127,0.12374,0.10238
2771.0,0.10194,0.08567,0.09453,0.21264,0.18783,0.09103,0.12381,0.10256
2900.0,0.0964,0.09827,0.11681,0.12632,0.24137,0.11147,0.11826,0.09111
2901.0,0.09653,0.09865,0.11711,0.12745,0.23882,0.11206,0.118,0.09138
2902.0,0.09657,0.09763,0.11731,0.12703,0.24078,0.11166,0.11797,0.09106
2926.0,0.0965,0.0976,0.11732,0.12641,0.24116,0.11185,0.11827,0.09088
2927.0,0.09468,0.11065,0.11469,0.1354,0.21006,0.11707,0.12475,0.0927
2928.0,0.09645,0.09812,0.11678,0.12638,0.2414,0.11155,0.11811,0.09122
2960.0,0.10986,0.07188,0.09181,0.29924,0.11028,0.09311,0.1113,0.11251
2961.0,0.1098,0.07212,0.09153,0.29939,0.11019,0.09313,0.11124,0.11261
2962.0,0.10714,0.08858,0.07306,0.30948,0.10499,0.0963,0.10319,0.11726
2963.0,0.10766,0.07155,0.09313,0.3049,0.11064,0.09179,0.11037,0.10996
2995.0,0.09894,0.10382,0.1113,0.12606,0.22743,0.10627,0.122,0.10418
2996.0,0.09805,0.10486,0.11342,0.12797,0.22729,0.10302,0.11956,0.10583
2997.0,0.0978,0.10617,0.11355,0.12878,0.22232,0.10484,0.12042,0.10611
2998.0,0.09901,0.10923,0.10101,0.12117,0.23035,0.11126,0.11748,0.11049
3000.0,0.09859,0.10509,0.11431,0.1285,0.22382,0.10433,0.11986,0.1055
3067.0,0.11084,0.08956,0.12485,0.16346,0.17065,0.11995,0.11129,0.1094
3069.0,0.11103,0.08994,0.12465,0.16265,0.17117,0.1197,0.1113,0.10954
3070.0,0.11042,0.09004,0.12452,0.16305,0.17146,0.11936,0.1114,0.10975
3071.0,0.11226,0.08994,0.11987,0.16157,0.17218,0.12055,0.11086,0.11276
3072.0,0.11107,0.08938,0.12534,0.16305,0.17099,0.11957,0.11093,0.10967
3450.0,0.16036,0.04495,0.09775,0.0988,0.19136,0.20098,0.11046,0.09534
3461.0,0.16622,0.03595,0.08,0.09814,0.18759,0.23296,0.1151,0.08405
3478.0,0.15718,0.04586,0.09848,0.09543,0.17997,0.2109,0.11275,0.09942
3479.0,0.16299,0.03748,0.08047,0.09253,0.17179,0.24736,0.11717,0.09021
3528.0,0.10757,0.09183,0.10874,0.16563,0.16862,0.14277,0.10671,0.10813
3566.0,0.11127,0.09903,0.10674,0.13974,0.18057,0.141,0.10485,0.1168
3596.0,0.11211,0.11363,0.12024,0.09495,0.26681,0.09589,0.09926,0.0971
3606.0,0.09843,0.09444,0.11506,0.13403,0.24273,0.1036,0.1129,0.09881
3607.0,0.1275,0.06078,0.09774,0.29818,0.10581,0.10073,0.10703,0.10225
3608.0,0.12766,0.06065,0.09762,0.2989,0.10494,0.10153,0.10698,0.10173
3613.0,0.11137,0.09979,0.10628,0.13975,0.18018,0.14119,0.10484,0.11661
3616.0,0.09614,0.0981,0.10215,0.16807,0.2147,0.10819,0.10974,0.10293
3618.0,0.11093,0.02332,0.47288,0.0573,0.12104,0.08167,0.0415,0.09136
3619.0,0.09402,0.04817,0.15087,0.1817,0.19574,0.11871,0.10088,0.1099
3620.0,0.10517,0.06923,0.12051,0.19154,0.18583,0.115,0.10057,0.11215
3626.0,0.11101,0.12991,0.12328,0.14074,0.13607,0.14296,0.10891,0.10712
3628.0,0.09545,0.1072,0.09081,0.13895,0.20438,0.14056,0.1092,0.11346
3639.0,0.11172,0.12838,0.07275,0.18231,0.18477,0.11617,0.10074,0.10317
3645.0,0.06603,0.13554,0.12392,0.15638,0.14326,0.15206,0.11209,0.1107
3647.0,0.11247,0.12966,0.12318,0.14169,0.13592,0.14112,0.11008,0.10589
3650.0,0.09589,0.10834,0.09073,0.13903,0.20188,0.14155,0.10948,0.1131
3651.0,0.09339,0.10234,0.09677,0.1374,0.21334,0.1324,0.11072,0.11364
3689.0,0.09058,0.12116,0.08568,0.18728,0.20002,0.0963,0.10311,0.11587
3692.0,0.09641,0.10775,0.11294,0.15361,0.17895,0.12543,0.10561,0.1193
3714.0,0.11808,0.09538,0.09267,0.17068,0.17558,0.13403,0.10723,0.10635
3716.0,0.09795,0.09546,0.11033,0.19223,0.18391,0.08379,0.12894,0.10738
3719.0,0.09615,0.10806,0.11303,0.15397,0.17873,0.12518,0.1056,0.11928
3920.0,0.11075,0.08744,0.11532,0.23547,0.11314,0.1122,0.1072,0.11849
3932.0,0.11143,0.08794,0.11508,0.23332,0.1138,0.11273,0.10739,0.11831
3938.0,0.11083,0.08732,0.11551,0.23526,0.1135,0.11212,0.10712,0.11834
3944.0,0.10649,0.07493,0.09588,0.29754,0.10479,0.09767,0.11311,0.10959
3946.0,0.10085,0.08375,0.1067,0.28312,0.12144,0.09168,0.10863,0.10382
4068.0,0.08471,0.11146,0.10024,0.22427,0.16288,0.09174,0.12386,0.10084
4069.0,0.08468,0.11204,0.09928,0.22381,0.16341,0.09218,0.12387,0.10073
4072.0,0.08442,0.11231,0.09971,0.22507,0.16208,0.09172,0.12388,0.1008
4266.0,0.09312,0.09948,0.09948,0.29512,0.11351,0.08897,0.1081,0.1022
4267.0,0.09377,0.09914,0.09881,0.29172,0.11729,0.0898,0.10799,0.10149
4268.0,0.0934,0.09937,0.09899,0.29302,0.1163,0.08969,0.10783,0.10141
4269.0,0.09344,0.09943,0.0988,0.29294,0.11624,0.08979,0.10784,0.10151
4270.0,0.09322,0.09924,0.09956,0.29518,0.11339,0.08896,0.10809,0.10237
4271.0,0.09327,0.09921,0.0994,0.29504,0.11338,0.0892,0.10809,0.10242
4272.0,0.09352,0.09929,0.09879,0.29273,0.11641,0.08988,0.10779,0.10159
4281.0,0.09478,0.09383,0.09819,0.3091,0.11863,0.08174,0.10435,0.09937
4285.0,0.10783,0.08428,0.11547,0.18158,0.17522,0.11598,0.11228,0.10736
4286.0,0.1065,0.08726,0.11606,0.18075,0.17405,0.11472,0.11006,0.11059
4287.0,0.09479,0.09374,0.0983,0.30922,0.11848,0.08176,0.10443,0.09928
4288.0,0.09489,0.09397,0.09816,0.30881,0.11863,0.08184,0.10438,0.09932
4289.0,0.09493,0.09386,0.09823,0.30893,0.11867,0.08174,0.10432,0.09932
4291.0,0.0949,0.09367,0.09831,0.30889,0.11868,0.08175,0.10434,0.09946
4293.0,0.10767,0.08472,0.11804,0.18259,0.17385,0.11339,0.11001,0.10971
4301.0,0.09502,0.09383,0.09831,0.30842,0.11865,0.0818,0.10445,0.09952
4307.0,0.10754,0.08484,0.11421,0.17992,0.17528,0.11781,0.112,0.1084
4308.0,0.10774,0.0851,0.1177,0.18182,0.17472,0.11312,0.1097,0.1101
4309.0,0.10747,0.08566,0.11743,0.18209,0.17474,0.11282,0.10982,0.10997
4310.0,0.10853,0.08417,0.11561,0.18292,0.17241,0.11676,0.11199,0.1076
4314.0,0.09491,0.09396,0.09811,0.30885,0.11856,0.08182,0.10437,0.09942
4353.0,0.099,0.10923,0.09984,0.17919,0.17918,0.10929,0.11811,0.10616
4354.0,0.09935,0.10827,0.10036,0.17681,0.18139,0.10947,0.11823,0.10613
4355.0,0.0989,0.10891,0.10021,0.17848,0.17995,0.10925,0.1182,0.10609
4356.0,0.09929,0.10905,0.09967,0.17817,0.17896,0.11006,0.11841,0.1064
4357.0,0.09888,0.10929,0.09953,0.1779,0.17974,0.10994,0.11831,0.10641
4358.0,0.09931,0.10892,0.10022,0.17979,0.17767,0.10997,0.11802,0.10609
4456.0,0.0918,0.10045,0.11262,0.27512,0.11887,0.09352,0.11145,0.09617
4488.0,0.09597,0.11314,0.10382,0.13957,0.19715,0.14072,0.10824,0.10139
4489.0,0.09556,0.11186,0.10532,0.1402,0.1969,0.14098,0.10818,0.101
4490.0,0.09591,0.11247,0.10445,0.13985,0.19757,0.14063,0.10817,0.10095
4491.0,0.09591,0.11233,0.10443,0.14014,0.19775,0.13999,0.10801,0.10143
4492.0,0.09621,0.11233,0.10469,0.14068,0.19578,0.1411,0.10795,0.10125
