fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
2708.0,0.09359,0.12367,0.11231,0.17411,0.14385,0.11923,0.11623,0.11701
2769.0,0.04508,0.26725,0.05516,0.23888,0.05128,0.13722,0.08802,0.1171
2770.0,0.04691,0.26023,0.05648,0.23891,0.05345,0.13683,0.08952,0.11765
2772.0,0.04789,0.25819,0.05595,0.23749,0.05445,0.1382,0.09002,0.1178
2801.0,0.09402,0.14974,0.09122,0.14834,0.12222,0.15609,0.12242,0.11595
2805.0,0.09446,0.14809,0.09171,0.1495,0.1226,0.15601,0.12245,0.11519
2899.0,0.115,0.09217,0.11862,0.16478,0.14323,0.13217,0.11299,0.12103
2907.0,0.13523,0.06364,0.11885,0.15179,0.14102,0.17035,0.10326,0.11586
2909.0,0.13865,0.0596,0.1215,0.1525,0.14242,0.16784,0.10313,0.11436
2914.0,0.1153,0.09139,0.11953,0.16345,0.14465,0.13161,0.11277,0.1213
2916.0,0.13578,0.06186,0.1206,0.1531,0.14131,0.16932,0.10295,0.11508
2918.0,0.11386,0.0928,0.11969,0.16459,0.14364,0.13119,0.11282,0.12141
2939.0,0.13627,0.06175,0.11954,0.15563,0.1385,0.17002,0.10276,0.11554
2940.0,0.13754,0.06095,0.12044,0.15357,0.14262,0.16709,0.1031,0.11469
2942.0,0.14068,0.05842,0.1213,0.15047,0.14642,0.16609,0.10267,0.11394
2951.0,0.11471,0.09239,0.11936,0.16342,0.1442,0.13178,0.11291,0.12123
2952.0,0.11509,0.09149,0.11933,0.16401,0.14487,0.13125,0.11304,0.12092
3087.0,0.12575,0.07396,0.12234,0.18816,0.09361,0.18204,0.10002,0.11411
3088.0,0.12494,0.07355,0.12225,0.19145,0.09259,0.18133,0.09977,0.11412
3089.0,0.12298,0.07431,0.12172,0.19533,0.08903,0.18323,0.09951,0.11389
3449.0,0.10035,0.11619,0.11837,0.12341,0.20042,0.11327,0.12055,0.10745
3452.0,0.04739,0.2474,0.08045,0.12058,0.09963,0.17478,0.10824,0.12153
3459.0,0.0173,0.40599,0.12833,0.12765,0.0488,0.08694,0.09885,0.08614
3463.0,0.099,0.11743,0.11824,0.1228,0.20152,0.11289,0.12045,0.10766
3475.0,0.02989,0.32697,0.07101,0.14811,0.06081,0.15743,0.09346,0.11231
3480.0,0.10113,0.11447,0.11874,0.12388,0.2014,0.11265,0.12049,0.10725
3481.0,0.09955,0.1165,0.11829,0.12344,0.20057,0.11347,0.12042,0.10775
3499.0,0.04799,0.24097,0.08187,0.1235,0.09952,0.17527,0.10865,0.12223
3566.0,0.11102,0.10231,0.09794,0.14653,0.20065,0.11145,0.10939,0.1207
