fund number,Beta1,Beta2,Beta3,Beta4,Beta5,Beta6,Beta7,Beta8
3257.0,0.11205,0.09374,0.12334,0.21311,0.15167,0.08971,0.12316,0.09322
3258.0,0.11192,0.09381,0.12323,0.21442,0.15027,0.09025,0.12309,0.09302
3259.0,0.11155,0.09347,0.12272,0.21413,0.15074,0.09042,0.12357,0.09339
3260.0,0.11271,0.09313,0.12275,0.21443,0.15097,0.08989,0.12288,0.09325
3261.0,0.11281,0.09302,0.12246,0.2152,0.14969,0.09068,0.123,0.09313
3263.0,0.12603,0.07461,0.13827,0.188,0.15431,0.10164,0.12699,0.09017
3265.0,0.08536,0.16058,0.11011,0.20442,0.15109,0.05857,0.12012,0.10975
3325.0,0.12192,0.12251,0.11872,0.1347,0.16395,0.13108,0.07743,0.12968
3326.0,0.12252,0.12314,0.11905,0.135,0.16541,0.13072,0.07647,0.12769
3327.0,0.12264,0.12322,0.11975,0.13376,0.15997,0.13079,0.08185,0.12802
3341.0,0.15533,0.16271,0.0449,0.20867,0.05949,0.163,0.14129,0.06462
3342.0,0.15453,0.16061,0.04489,0.21153,0.05995,0.16292,0.14117,0.0644
3343.0,0.15453,0.16061,0.04489,0.21153,0.05995,0.16292,0.14117,0.0644
3348.0,0.15541,0.16349,0.04452,0.20731,0.05824,0.16524,0.14147,0.06432
3355.0,0.10785,0.09317,0.10899,0.16606,0.2282,0.07759,0.11144,0.1067
3356.0,0.10757,0.09312,0.10885,0.16602,0.22873,0.07749,0.11146,0.10677
3357.0,0.1079,0.09313,0.10875,0.16597,0.22835,0.07769,0.11139,0.10682
3931.0,0.09679,0.06601,0.0973,0.36214,0.0595,0.11597,0.12432,0.07798
3937.0,0.09896,0.06532,0.09761,0.36106,0.06058,0.11506,0.12335,0.07805
3941.0,0.09604,0.06613,0.09802,0.36375,0.05919,0.11501,0.12395,0.0779
3945.0,0.09927,0.06315,0.09908,0.36419,0.05995,0.11501,0.12159,0.07776
3956.0,0.09955,0.06302,0.09962,0.36287,0.0605,0.11489,0.12178,0.07779
4495.0,0.0871,0.11495,0.09701,0.23039,0.11341,0.12715,0.14006,0.08994
4496.0,0.08779,0.11408,0.09722,0.22968,0.11415,0.12695,0.13996,0.09017
4497.0,0.0876,0.11418,0.09697,0.23095,0.11385,0.12713,0.13955,0.08978
4498.0,0.08809,0.12118,0.09557,0.2157,0.12454,0.12508,0.13973,0.09012
4499.0,0.08839,0.12002,0.09558,0.21658,0.12425,0.12555,0.13964,0.09
4500.0,0.0869,0.11459,0.09716,0.23161,0.11307,0.12677,0.13989,0.09002
4501.0,0.08831,0.12151,0.09495,0.2159,0.12491,0.1249,0.13936,0.09017
4539.0,0.17123,0.16155,0.0669,0.17504,0.09374,0.1301,0.1194,0.08205
